# Wordlist

# DATA
ID	DOCULECT	LANGUAGE_CORE	SUBGROUP	CONCEPT	COGID	TOKENS	FORM	ALIGNMENT	STRUCTURE
6711	Isconahua		Pano	louse	4983	i a	ia	i a - -	V V
6291	Kakataibo		Pano	louse	4983	ʔ i a	'ia	ʔ i a -	C V V
10157	Kaxarari		Pano	louse	4983	i j a	iˈya	i j a -	V C V
5716	Sharanahua		Pano	louse	4983	i a	ia	i a - -	V V
1948	ShipiboConibo		Pano	louse	4983	i a	ia	i a - -	V V
2522	Yaminahua		Pano	louse	4983	i a	ia	i a - -	V V
#
8721	Tacana		Tacana	love	783	ts a d a b a	tsa-da ba	ts a d a b a	C V C V C V
1805	Catuquina		Pano	love	4992	n o i	noi-	n o i - -	C V V
6713	Isconahua		Pano	love	4992	n o i	noi	n o i - -	C V V
2374	ShipiboConibo		Pano	love	4992	n o i t i	noi-ti	n o i t i	C V V C V
2901	Yaminahua		Pano	love	4992	n o i k i	noi-kĩ	n o i k i	C V V C V
3107	Amahuaca		Pano	love	780	k ɨ ɨ n	cúunhí	k ɨ ɨ n - -	C V V C
1343	Cashibo		Pano	love	780	kʷ ɨ n t i	kʷɨ'ɨn-ti	kʷ ɨ n t i -	C V C C V
6293	Kakataibo		Pano	love	780	kʷ ɨ n t i	kwënti	kʷ ɨ n t i -	C V C C V
2375	ShipiboConibo		Pano	love	780	k ɨ ɨ ∼ t i	kɨɨ̃ti	k ɨ ɨ ∼ t i	C V V C C V
#
3057	Amahuaca		Pano	lung	286	t a n ʂ a n	tánxan	t a n ʂ a n	C V C C V C
1533	Catuquina		Pano	lung	286	t a ∼ s a ∼	tãsã	t a ∼ s a ∼	C V C C V C
9698	Chacobo		Pano	lung	286	t a ʂ a	taxa	t a ʂ a - -	C V C V
6714	Isconahua		Pano	lung	286	t a n h a n	tanhan	t a n h a n	C V C C V C
7092	Sharanahua		Pano	lung	286	t a ʃ a	tasha	t a ʃ a - -	C V C V
2593	Yaminahua		Pano	lung	286	t a ∼ ʂ a	tãṣ̌a	t a ∼ ʂ a -	C V C C V
#
3025	Amahuaca		Pano	maize	5011	ʂ ɨ k i	xúqui	ʂ ɨ k i	C V C V
4011	Capanahua		Pano	maize	5011	ʂ ɨ k i	xequi	ʂ ɨ k i	C V C V
1183	Cashibo		Pano	maize	5011	ʂ ɨ k i	ṣ̌ɨki	ʂ ɨ k i	C V C V
1621	Catuquina		Pano	maize	5011	ʂ ɨ k i	šɨki	ʂ ɨ k i	C V C V
9734	Chacobo		Pano	maize	5011	ʂ ɨ k i	xëqui	ʂ ɨ k i	C V C V
272	EseEjja		Tacana	maize	5011	ʃ i x e	šixe	ʃ i x e	C V C V
761	HuarayoEseEjja		Tacana	maize	5011	ʃ i x e	e-šixe	ʃ i x e	C V C V
6715	Isconahua		Pano	maize	5011	h ɨ k i	heki	h ɨ k i	C V C V
6295	Kakataibo		Pano	maize	5011	ʂ ɨ k i	xëki	ʂ ɨ k i	C V C V
10158	Kaxarari		Pano	maize	5011	ʃ ɨ k i	ʃɨki	ʃ ɨ k i	C V C V
5719	Sharanahua		Pano	maize	5011	ʃ ɨ k i	shuqui	ʃ ɨ k i	C V C V
2134	ShipiboConibo		Pano	maize	5011	ʂ ɨ k i	ṣ̌ɨki	ʂ ɨ k i	C V C V
2694	Yaminahua		Pano	maize	5011	ʂ i k i	ṣ̌iki	ʂ i k i	C V C V
7506	Chipaya		Uru-Chipaya	maize	5013	t a r a	tara	t a r a -	C V C V
4553	Moseten		Mosetén	maize	5013	t a r a	'tara	t a r a -	C V C V
9227	Tsimane		Mosetén	maize	5013	t a r a ʔ	tára’	t a r a ʔ	C V C V C
#
8449	Tacana		Tacana	man	2616	d e h a	deja	d e h a	C V C V
8107	Cavinena		Tacana	man	1690	h a dʲ a	jadya	h a dʲ a	C V C V
3329	Amahuaca		Pano	man	814	h o n i	joní	h o n i -	C V C V
1427	Catuquina		Pano	man	814	h o n i	honi	h o n i -	C V C V
9534	Chacobo		Pano	man	814	h o n i	joni	h o n i -	C V C V
6297	Kakataibo		Pano	man	814	ɯ n i	uni	ɯ n i - -	V C V
4555	Moseten		Mosetén	man	814	ts o ɲ	'c̷oɲ	ts o ɲ - -	C V C
9215	Tsimane		Mosetén	man	814	s o ɲ i ʔ	soñi’	s o ɲ i ʔ	C V C V C
990	Cashibo		Pano	man	5019	n u k ɨ β ɨ n ɨ	nukɨ βɨnɨ	n u k ɨ β ɨ n ɨ	C V C V C V C V
6296	Kakataibo		Pano	man	5019	n ɯ k ɨ β ɨ n ɨ	nukë bënë	n ɯ k ɨ β ɨ n ɨ	C V C V C V C V
5720	Sharanahua		Pano	man	5019	n u k u β ɨ n ɨ	nocofunu	n u k u β ɨ n ɨ	C V C V C V C V
2478	Yaminahua		Pano	man	5019	n o k o β ɨ n ɨ	noko βɨnɨ	n o k o β ɨ n ɨ	C V C V C V C V
#
3972	Capanahua		Pano	many	3653	ʔ i tʃ a	hicha	ʔ i tʃ a	C V C V
1293	Cashibo		Pano	many	3653	ʔ i ts a	ʔic̷a	ʔ i ts a	C V C V
6298	Kakataibo		Pano	many	3653	ʔ i ts a	'itsa	ʔ i ts a	C V C V
2293	ShipiboConibo		Pano	many	3653	i tʃ a	iča	i tʃ a -	V C V
#
8410	Tacana		Tacana	marry	4639	j a w e t i	yahue-ti	j a w e t i	C V C V C V
601	HuarayoEseEjja		Tacana	marry	5038	w a n a	wana-kwe	w a n a	C V C V
4557	Moseten		Mosetén	marry	5038	w e m i	we'mi	w e m i	C V C V
9284	Tsimane		Mosetén	marry	5038	ʋ ə m i	vämi	ʋ ə m i	C V C V
2991	Amahuaca		Pano	marry	3920	β ɨ n ɨ k i n	vunúquin	β ɨ n ɨ k i n	C V C V C V C
3597	Capanahua		Pano	marry	3175	β ɨ n o ʔ i	benohi	β ɨ n o ʔ i	C V C V C V
998	Cashibo		Pano	marry	3175	β ɨ n u t i	βɨnuti	β ɨ n u t i	C V C V C V
6300	Kakataibo		Pano	marry	3175	β ɨ n ɯ t i	bënuti	β ɨ n ɯ t i	C V C V C V
1915	ShipiboConibo		Pano	marry	3175	β ɨ n o t i	βɨno-ti	β ɨ n o t i	C V C V C V
#
3727	Capanahua		Pano	meat	5074	n a m i	nami	n a m i	C V C V
1151	Cashibo		Pano	meat	5074	n a m i	nami	n a m i	C V C V
1590	Catuquina		Pano	meat	5074	n a m i	nami	n a m i	C V C V
8028	Cavinena		Tacana	meat	5074	r a m i	-rami	r a m i	C V C V
9580	Chacobo		Pano	meat	5074	n a m i	nami	n a m i	C V C V
736	HuarayoEseEjja		Tacana	meat	5074	j a m i	e-yami	j a m i	C V C V
6718	Isconahua		Pano	meat	5074	n a m i	nami	n a m i	C V C V
10159	Kaxarari		Pano	meat	5074	l a m i	laˈmi	l a m i	C V C V
5486	Matses		Pano	meat	5074	n a m i	nami	n a m i	C V C V
5939	Sharanahua		Pano	meat	5074	n a m i	nami	n a m i	C V C V
2103	ShipiboConibo		Pano	meat	5074	n a m i	nami	n a m i	C V C V
2658	Yaminahua		Pano	meat	5074	n a m i	nami	n a m i	C V C V
#
1123	Cashibo		Pano	medicine	5109	r o o	roo	r o o - - - -	C V V
6719	Isconahua		Pano	medicine	5109	ɾ a o	rao	ɾ a o - - - -	C V V
6302	Kakataibo		Pano	medicine	5109	ɾ ɤ	ro	ɾ ɤ - - - - -	C V
2074	ShipiboConibo		Pano	medicine	5109	r a o	rao	r a o - - - -	C V V
2629	Yaminahua		Pano	medicine	5109	r a o	rao	r a o - - - -	C V V
#
3763	Capanahua		Pano	mighty or powerful or strong	5133	k o ʃ i	coshi	k o ʃ i	C V C V
1115	Cashibo		Pano	mighty or powerful or strong	5133	k u ʃ i	kuši	k u ʃ i	C V C V
9426	Chacobo		Pano	mighty or powerful or strong	5133	k o ʃ i	coshi	k o ʃ i	C V C V
6303	Kakataibo		Pano	mighty or powerful or strong	5133	k ɯ ʃ i	kushi	k ɯ ʃ i	C V C V
2064	ShipiboConibo		Pano	mighty or powerful or strong	5133	k o ʃ i	koši	k o ʃ i	C V C V
5727	Sharanahua		Pano	mighty or powerful or strong	1389	k ɨ r ɨ ʃ	curush	k ɨ r ɨ ʃ -	C V C V C
2623	Yaminahua		Pano	mighty or powerful or strong	1389	k ɨ r ɨ ʂ	kɨrɨṣ̌	k ɨ r ɨ ʂ -	C V C V C
5467	Matses		Pano	mighty or powerful or strong	1314	p a ɨ	paë	p a ɨ -	C V V
4860	Moseten		Mosetén	mighty or powerful or strong	3513	f e r x k i	'ferxki	f e r x k i	C V C C C V
8981	Tsimane		Mosetén	mighty or powerful or strong	3513	f e r	fer	f e r - - -	C V C
#
1157	Cashibo		Pano	milk	5151	ʂ o m a	ṣ̌oma	ʂ o m a - - -	C V C V
9737	Chacobo		Pano	milk	5151	ʂ o m a	xoma	ʂ o m a - - -	C V C V
6723	Isconahua		Pano	milk	5151	h o m a ɨ n ɨ	homa ene	h o m a ɨ n ɨ	C V C V V C V
6304	Kakataibo		Pano	milk	5151	ʂ ɯ m a	xuma	ʂ ɯ m a - - -	C V C V
5250	Matses		Pano	milk	5151	ʂ u m a ɨ n ɨ	ʂuma ënë	ʂ u m a ɨ n ɨ	C V C V V C V
2110	ShipiboConibo		Pano	milk	5151	ʂ o m a	ṣ̌oma	ʂ o m a - - -	C V C V
5249	Matses		Pano	milk	2810	ɨ n ɨ	ënë	ɨ n ɨ -	V C V
#
9922	Araona		Tacana	mix	5165	w a l o w a l o	hualohualo	w a l o w a l o	C V C V C V C V
8342	Cavinena		Tacana	mix	5165	w a u	wau	w a u - - - - -	C V V
237	EseEjja		Tacana	mix	5165	w a	wa-	w a - - - - - -	C V
#
9804	Araona		Tacana	moon	4337	b a d i	badi	b a d i - -	C V C V
7993	Cavinena		Tacana	moon	4337	b a d i	badi	b a d i - -	C V C V
15	EseEjja		Tacana	moon	4337	ɓ a ʔ i	ɓaʔi	ɓ a ʔ i - -	C V C V
568	HuarayoEseEjja		Tacana	moon	4337	b a ʔ i	baʔi	b a ʔ i - -	C V C V
8374	Tacana		Tacana	moon	4337	b a d i	badi	b a d i - -	C V C V
3229	Amahuaca		Pano	moon	5177	ʔ o ʂ ɨ	hóxu	ʔ o ʂ ɨ -	C V C V
3595	Capanahua		Pano	moon	5177	ʔ o ʂ n ɨ	hoxné	ʔ o ʂ n ɨ	C V C C V
964	Cashibo		Pano	moon	5177	ʔ o ʂ ɨ	ʔoṣ̌ɨ	ʔ o ʂ ɨ -	C V C V
1403	Catuquina		Pano	moon	5177	o ʂ ɨ	ošɨ	o ʂ ɨ - -	V C V
9614	Chacobo		Pano	moon	5177	o ʂ ɨ	oxë	o ʂ ɨ - -	V C V
6725	Isconahua		Pano	moon	5177	o h n ɨ	ohne	o h n ɨ -	V C C V
6306	Kakataibo		Pano	moon	5177	ʔ ɯ ʂ ɨ	'uxë	ʔ ɯ ʂ ɨ -	C V C V
10160	Kaxarari		Pano	moon	5177	u ʂ ɨ	uˈʂɨ	u ʂ ɨ - -	V C V
5253	Matses		Pano	moon	5177	u ʂ ɨ	uʂë	u ʂ ɨ - -	V C V
5731	Sharanahua		Pano	moon	5177	u ʃ ɨ	oshu	u ʃ ɨ - -	V C V
1868	ShipiboConibo		Pano	moon	5177	o ʂ ɨ	oṣ̌ɨ	o ʂ ɨ - -	V C V
2453	Yaminahua		Pano	moon	5177	o ʂ ɨ	oṣ̌ɨ	o ʂ ɨ - -	V C V
5252	Matses		Pano	moon	4069	i b a	iba	i b a -	V C V
4570	Moseten		Mosetén	moon	4069	i w a	'iwa	i w a -	V C V
8997	Tsimane		Mosetén	moon	4069	ī ʋ a h	ívaj	ī ʋ a h	V C V C
#
2315	ShipiboConibo		Pano	morning	2403	β a k i ʃ	βakiš	β a k i ʃ -	C V C V C
#
8034	Cavinena		Tacana	mosquito	5190	d i i	dii	d i i	C V V
107	EseEjja		Tacana	mosquito	5190	ɗ i	ɗi	ɗ i -	C V
637	HuarayoEseEjja		Tacana	mosquito	5190	d i	di	d i -	C V
5732	Sharanahua		Pano	mosquito	4025	n a k a	naca	n a k a	C V C V
3321	Amahuaca		Pano	mosquito	5189	β i i	víí	β i i -	C V V
3492	Capanahua		Pano	mosquito	5189	β i i	bii	β i i -	C V V
1035	Cashibo		Pano	mosquito	5189	β i i	βii	β i i -	C V V
1475	Catuquina		Pano	mosquito	5189	β i i	βii	β i i -	C V V
6308	Kakataibo		Pano	mosquito	5189	β i	bi	β i - -	C V
5733	Sharanahua		Pano	mosquito	5189	β i i n	fiin	β i i n	C V V C
1954	ShipiboConibo		Pano	mosquito	5189	β i i	βii	β i i -	C V V
2528	Yaminahua		Pano	mosquito	5189	β i i	βĩi	β i i -	C V V
#
1000	Cashibo		Pano	mother	5202	t i t a	tita	t i t a	C V C V
6309	Kakataibo		Pano	mother	5202	t i t a	tita	t i t a	C V C V
5257	Matses		Pano	mother	5202	t i t a	tita	t i t a	C V C V
1917	ShipiboConibo		Pano	mother	5202	t i t a	tita	t i t a	C V C V
1440	Catuquina		Pano	mother	5203	ɨ w a	ɨwa	ɨ w a	V C V
6728	Isconahua		Pano	mother	5203	ɨ w a	ewa	ɨ w a	V C V
5959	Sharanahua		Pano	mother	5203	ɨ w a	uhua	ɨ w a	V C V
2493	Yaminahua		Pano	mother	5203	ɨ β a	ɨβa	ɨ β a	V C V
9851	Araona		Tacana	mother	5200	kʷ a l a	cuala	kʷ a l a	C V C V
8187	Cavinena		Tacana	mother	5200	kʷ a a	kwaa	kʷ a a -	C V V
8425	Tacana		Tacana	mother	5200	kʷ a ɾ a	cuara	kʷ a ɾ a	C V C V
#
3041	Amahuaca		Pano	mountain	5211	n i ʔ i	níhi	n i ʔ i -	C V C V
3745	Capanahua		Pano	mountain	5211	n i ʔ i	nihi	n i ʔ i -	C V C V
9098	Tsimane		Mosetén	mountain	5211	m ɨ k ɨ ʔ	múcu’	m ɨ k ɨ ʔ	C V C V C
#
1506	Catuquina		Pano	mouth	4790	h a n a	hana	h a n a	C V C V
9497	Chacobo		Pano	mouth	4790	h a n a	jana	h a n a	C V C V
5258	Matses		Pano	mouth	4790	a n a	ana	a n a -	V C V
1070	Cashibo		Pano	mouth	5097	kʷ ɨ β i	kʷɨ'βi	kʷ ɨ β i	C V C V
6311	Kakataibo		Pano	mouth	5097	kʷ ɨ β i	kwëbí	kʷ ɨ β i	C V C V
3628	Capanahua		Pano	mouth	5213	k o ʔ	coh	k o ʔ	C V C
1997	ShipiboConibo		Pano	mouth	5103	k ɨ ʂ a	kɨṣ̌a	k ɨ ʂ a	C V C V
9855	Araona		Tacana	mouth	5196	kʷ a ts a	cuatsa	kʷ a ts a	C V C V
7929	Cavinena		Tacana	mouth	5196	kʷ a ts a	-kwatsa	kʷ a ts a	C V C V
8478	Tacana		Tacana	mouth	5196	kʷ a ts a	e-cuatsa	kʷ a ts a	C V C V
#
3084	Amahuaca		Pano	move	5616	β a n a	vánahí	β a n a - -	C V C V
3085	Amahuaca		Pano	move	5232	ʂ ɨ k ɨ ɨ ʔ i	xúcuuhi	ʂ ɨ k ɨ ɨ ʔ i	C V C V V C V
4001	Capanahua		Pano	move	5232	ʂ ɨ k a	xecaquin	ʂ ɨ k a - - -	C V C V
5735	Sharanahua		Pano	move	5232	ʃ ɨ k a i	shucai	ʃ ɨ k a i - -	C V C V V
#
6315	Kakataibo		Pano	mud	2076	m a p ɯ	mapú	m a p ɯ - -	C V C V
#
3264	Amahuaca		Pano	name	5271	h a n ɨ	jánu	h a n ɨ	C V C V
3629	Capanahua		Pano	name	5271	h a n ɨ	jane	h a n ɨ	C V C V
1372	Cashibo		Pano	name	5271	a n ɨ	anɨ	a n ɨ -	V C V
1835	Catuquina		Pano	name	5271	h a n ɨ	hanɨ	h a n ɨ	C V C V
9501	Chacobo		Pano	name	5271	h a n ɨ	janë	h a n ɨ	C V C V
6732	Isconahua		Pano	name	5271	a n ɨ	ane	a n ɨ -	V C V
6318	Kakataibo		Pano	name	5271	a n ɨ	anë	a n ɨ -	V C V
10161	Kaxarari		Pano	name	5271	h a l ɨ	haˈlə	h a l ɨ	C V C V
5740	Sharanahua		Pano	name	5271	a n ɨ	anu	a n ɨ -	V C V
2416	ShipiboConibo		Pano	name	5271	h a n ɨ	hanɨ	h a n ɨ	C V C V
2938	Yaminahua		Pano	name	5271	a n ɨ	anɨ	a n ɨ -	V C V
#
2280	ShipiboConibo		Pano	narrow	1389	k ɨ r ɨ ʂ	kɨrɨṣ̌	k ɨ r ɨ ʂ -	C V C V C
#
9937	Araona		Tacana	nasal mucus (snot)	3186	w i ɽ i	huizi	w i ɽ i	C V C V
1069	Cashibo		Pano	nasal mucus (snot)	3186	r ɨ ʃ i	rɨši	r ɨ ʃ i	C V C V
663	HuarayoEseEjja		Tacana	nasal mucus (snot)	3186	w i ʃ i	wiši	w i ʃ i	C V C V
6319	Kakataibo		Pano	nasal mucus (snot)	3186	ɾ ɨ ʃ i	rëshi	ɾ ɨ ʃ i	C V C V
8574	Tacana		Tacana	nasal mucus (snot)	3186	w i ɽ i	huid’i	w i ɽ i	C V C V
5742	Sharanahua		Pano	nasal mucus (snot)	3183	r ɨ ʃ a n	rushan	r ɨ ʃ a n	C V C V C
3884	Capanahua		Pano	nasal mucus (snot)	3187	r ɨ ʃ o	resho	r ɨ ʃ o -	C V C V
7720	Isconahua		Pano	nasal mucus (snot)	3187	ɾ ɨ ʃ o n	reshon	ɾ ɨ ʃ o n	C V C V C
1996	ShipiboConibo		Pano	nasal mucus (snot)	3187	r ɨ ʃ o	rɨ-šo	r ɨ ʃ o -	C V C V
2564	Yaminahua		Pano	nasal mucus (snot)	3187	r ɨ ʂ o	rɨ-ṣ̌o	r ɨ ʂ o -	C V C V
#
3400	Amahuaca		Pano	navel	258	n a t o	náto	n a t o	C V C V
1091	Cashibo		Pano	navel	258	n i t u	ni'tu	n i t u	C V C V
6320	Kakataibo		Pano	navel	258	n i t ɯ	nitú	n i t ɯ	C V C V
10101	Araona		Tacana	navel	181	ts o m o t o	tsómoto	ts o m o t o	C V C V C V
4597	Moseten		Mosetén	navel	181	u j u	u'yu	u j u - - -	V C V
8737	Tacana		Tacana	navel	181	ts u h u	tsuju	ts u h u - -	C V C V
9126	Tsimane		Mosetén	navel	181	o j o ʔ	oyo’	o j o ʔ - -	V C V C
#
3422	Amahuaca		Pano	near	2220	ʔ o r a m a	hóramá	ʔ o r a m a	C V C V C V
1726	Catuquina		Pano	near	2220	o r a m a	ora-ma	o r a m a -	V C V C V
6321	Kakataibo		Pano	near	2220	ʔ ɯ ɾ a m a	'urama	ʔ ɯ ɾ a m a	C V C V C V
#
3233	Amahuaca		Pano	neck	4959	t ɨ ʂ o	túxo	t ɨ ʂ o	C V C V
3951	Capanahua		Pano	neck	4959	t ɨ ʂ o	texo	t ɨ ʂ o	C V C V
2003	ShipiboConibo		Pano	neck	4959	t ɨ ʂ o	tɨ-ṣ̌o	t ɨ ʂ o	C V C V
2569	Yaminahua		Pano	neck	4959	t ɨ ʂ o	tɨṣ̌o	t ɨ ʂ o	C V C V
6734	Isconahua		Pano	neck	4948	t ɨ k a	teka	t ɨ k a - -	C V C V
10163	Kaxarari		Pano	neck	4948	t ɨ j i w i	ˈtɨyiwi	t ɨ j i w i	C V C V C V
5268	Matses		Pano	neck	4948	t ɨ n i t e	tënite	t ɨ n i t e	C V C V C V
4601	Moseten		Mosetén	neck	4948	t ɨ h	tœh	t ɨ h - - -	C V C
5745	Sharanahua		Pano	neck	4948	t ɨ ʃ u	tusho	t ɨ ʃ u - -	C V C V
2004	ShipiboConibo		Pano	neck	4948	t ɨ	tɨ-	t ɨ - - - -	C V
#
1611	Catuquina		Pano	necklace	4951	t ɨ w ɨ	tɨwɨ	t ɨ w ɨ - -	C V C V
9572	Chacobo		Pano	necklace	4951	t ɨ w ɨ t i	tëhuëti	t ɨ w ɨ t i	C V C V C V
5746	Sharanahua		Pano	necklace	4951	t ɨ w ɨ t i	tuhuuti	t ɨ w ɨ t i	C V C V C V
#
7930	Cavinena		Tacana	needle (for sewing)	5324	kʷ i h a	-kwija	kʷ i h a -	C V C V
257	EseEjja		Tacana	needle (for sewing)	5324	a kʷ i ʃ a	akʷiša	a kʷ i ʃ a	V C V C V
8354	Tacana		Tacana	needle (for sewing)	5324	a kʷ ʃ a	acusha	a kʷ ʃ a -	V C C V
3251	Amahuaca		Pano	needle (for sewing)	5321	h o m o ʂ	jómox	h o m o ʂ -	C V C V C
4018	Capanahua		Pano	needle (for sewing)	5321	ʂ o ʔ m o ʂ	xohmox	ʂ o ʔ m o ʂ	C V C C V C
1168	Cashibo		Pano	needle (for sewing)	5321	ʂ o m o ʂ	ṣ̌o'moṣ̌	ʂ o m o ʂ -	C V C V C
1607	Catuquina		Pano	needle (for sewing)	5321	ʂ o m o ʂ	šomoš	ʂ o m o ʂ -	C V C V C
6324	Kakataibo		Pano	needle (for sewing)	5321	ʂ ɯ m ɯ ʂ	xumux	ʂ ɯ m ɯ ʂ -	C V C V C
5748	Sharanahua		Pano	needle (for sewing)	5321	ʃ u m u ʃ ɨ	shomoshu	ʃ u m u ʃ ɨ	C V C V C V
2121	ShipiboConibo		Pano	needle (for sewing)	5321	ʂ o m o ʂ	ṣ̌omoṣ̌	ʂ o m o ʂ -	C V C V C
2676	Yaminahua		Pano	needle (for sewing)	5321	ʂ o m o ʂ	ṣ̌omoṣ̌	ʂ o m o ʂ -	C V C V C
#
9959	Araona		Tacana	nest	4028	h a h i	jaji	h a h i	C V C V
8050	Cavinena		Tacana	nest	4028	h a	eja	h a - -	C V
3026	Amahuaca		Pano	nest	5330	n a ʔ a	náha	n a ʔ a - - - -	C V C V
3452	Capanahua		Pano	nest	5330	n a a	naja	n a a - - - - -	C V V
1015	Cashibo		Pano	nest	5330	n a a	naa	n a a - - - - -	C V V
1458	Catuquina		Pano	nest	5330	n a ʔ a	naʔa	n a ʔ a - - - -	C V C V
9575	Chacobo		Pano	nest	5330	n a ʔ a	naha	n a ʔ a - - - -	C V C V
6737	Isconahua		Pano	nest	5330	n a	na	n a - - - - - -	C V
6325	Kakataibo		Pano	nest	5330	n a	na	n a - - - - - -	C V
10166	Kaxarari		Pano	nest	5330	n a ʔ a n a ʔ a	naʔa[naˈʔa]	n a ʔ a n a ʔ a	C V C V C V C V
5749	Sharanahua		Pano	nest	5330	n a a	naa	n a a - - - - -	C V V
1935	ShipiboConibo		Pano	nest	5330	n a a	naa	n a a - - - - -	C V V
2511	Yaminahua		Pano	nest	5330	n a a	naa	n a a - - - - -	C V V
5273	Matses		Pano	nest	44	u ʂ a t e	uʂte	u ʂ a t e -	V C V C V
#
3186	Amahuaca		Pano	new	5339	β ɨ n a	vúnaa	β ɨ n a - -	C V C V
3474	Capanahua		Pano	new	5339	β ɨ ʔ n a	behna	β ɨ ʔ n a -	C V C C V
1753	Catuquina		Pano	new	5339	β ɨ n a p a	βɨna-pa	β ɨ n a p a	C V C V C V
6738	Isconahua		Pano	new	5339	β ɨ n a	bená	β ɨ n a - -	C V C V
6327	Kakataibo		Pano	new	5339	β ɨ n a	bëná	β ɨ n a - -	C V C V
5750	Sharanahua		Pano	new	5339	β ɨ n a	funa	β ɨ n a - -	C V C V
2306	ShipiboConibo		Pano	new	5339	β ɨ n a	βɨna	β ɨ n a - -	C V C V
2842	Yaminahua		Pano	new	5339	β ɨ n a	βɨna	β ɨ n a - -	C V C V
8545	Tacana		Tacana	new	5925	n a n a	e-nana	n a n a -	C V C V
#
6739	Isconahua		Pano	night	2403	β a k i ʃ	bakish	β a k i ʃ -	C V C V C
3187	Amahuaca		Pano	night	5350	j a m ɨ	yámuu	j a m ɨ - - -	C V C V
4032	Capanahua		Pano	night	5350	j a m ɨ	yame	j a m ɨ - - -	C V C V
1761	Catuquina		Pano	night	5350	j a m e	yame	j a m e - - -	C V C V
7978	Cavinena		Tacana	night	5350	m e t a	meta	m e t a - - -	C V C V
10128	Kaxarari		Pano	night	5350	j a m ɨ t a	yamɨˈta	j a m ɨ t a -	C V C V C V
5751	Sharanahua		Pano	night	5350	j a m ɨ	yamu	j a m ɨ - - -	C V C V
9321	Tsimane		Mosetén	night	5350	j o m o ʔ	yomo’	j o m o ʔ - -	C V C V C
#
7968	Cavinena		Tacana	no	5371	a m a	ama	a m a - - -	V C V
516	EseEjja		Tacana	no	5371	a m a	-ama	a m a - - -	V C V
6740	Isconahua		Pano	no	5371	ai m ai	aimai	ai m ai - - -	V C V
6328	Kakataibo		Pano	no	5371	a m a	ama	a m a - - -	V C V
10165	Kaxarari		Pano	no	5371	m a ʔ a	maʔa	m a ʔ a - -	C V C V
4615	Moseten		Mosetén	no	5371	h a m	'ham	h a m - - -	C V C
2399	ShipiboConibo		Pano	no	5371	j a m a	-yama	j a m a - -	C V C V
937	HuarayoEseEjja		Tacana	no	5733	m i a	mia	m i a - -	C V V
1362	Cashibo		Pano	no	5472	m a	-ma	m a - - - - - -	C V
10164	Kaxarari		Pano	no	5472	m a	-ma	m a - - - - - -	C V
2398	ShipiboConibo		Pano	no	5472	m a	-ma	m a - - - - - -	C V
2923	Yaminahua		Pano	no	5472	m a	ma	m a - - - - - -	C V
#
148	EseEjja		Tacana	nose	4917	w i	e'wiʔ	w i - - - - - -	C V
3177	Amahuaca		Pano	nose	3189	r ɨ k i n	rúquin	r ɨ k i n	C V C V C
1068	Cashibo		Pano	nose	3189	r ɨ k i ∼	rɨ'kĩ	r ɨ k i ∼	C V C V C
1504	Catuquina		Pano	nose	3189	r ɨ k i ∼	rɨkĩ	r ɨ k i ∼	C V C V C
6329	Kakataibo		Pano	nose	3189	ɾ ɨ k i n	rëkin	ɾ ɨ k i n	C V C V C
1994	ShipiboConibo		Pano	nose	3189	r ɨ k i ∼	rɨ-kĩ	r ɨ k i ∼	C V C V C
9887	Araona		Tacana	nose	3183	w i	ehui	w i - - -	C V
3883	Capanahua		Pano	nose	3183	r ɨ	requin	r ɨ - - -	C V
1995	ShipiboConibo		Pano	nose	3183	r ɨ	rɨ-	r ɨ - - -	C V
8486	Tacana		Tacana	nose	3183	w i	e-hui	w i - - -	C V
#
3196	Amahuaca		Pano	not	5371	j a m a	yamá	j a m a - -	C V C V
7845	Chacobo		Pano	not	5371	j a m a	yama	j a m a - -	C V C V
7892	Araona		Tacana	not	5733	m i	mi	m i - - -	C V
9088	Tsimane		Mosetén	not	5733	m i h a m	mijam	m i h a m	C V C V C
3662	Capanahua		Pano	not	5472	m a	ma	m a - - - - - -	C V
7846	Chacobo		Pano	not	5472	m a	ma	m a - - - - - -	C V
#
3665	Capanahua		Pano	now	5392	r a ʔ m a	rahma	r a ʔ m a	C V C C V
1756	Catuquina		Pano	now	5392	r a m a	rama	r a m a -	C V C V
2309	ShipiboConibo		Pano	now	5392	r a m a	rama	r a m a -	C V C V
#
3184	Amahuaca		Pano	old	5402	ʂ ɨ n i	xuní	ʂ ɨ n i	C V C V
7876	Araona		Tacana	old	5402	s i	esi	s i - -	C V
4009	Capanahua		Pano	old	5402	ʂ ɨ n i	xeni	ʂ ɨ n i	C V C V
6743	Isconahua		Pano	old	5402	h ɨ n i	heni	h ɨ n i	C V C V
6332	Kakataibo		Pano	old	5402	ʂ ɨ n i	xëni	ʂ ɨ n i	C V C V
5278	Matses		Pano	old	5402	ʂ ɨ n i	ʂëni	ʂ ɨ n i	C V C V
5757	Sharanahua		Pano	old	5402	ʃ ɨ n i	shuni	ʃ ɨ n i	C V C V
8540	Tacana		Tacana	old	5402	ð i	e-dhi	ð i - -	C V
2846	Yaminahua		Pano	old	5402	ʂ i n i	ṣ̌ini	ʂ i n i	C V C V
8066	Cavinena		Tacana	old	5422	s i r i	esiri	s i r i	C V C V
