ID	STRUCTURE	FREQUENCY	Amahuaca	Capanahua	Cashibo	Catuquina	Chacobo	Isconahua	Kakataibo	Kaxarari	Matses	Sharanahua	ShipiboConibo	Yaminahua	COGNATESETS	CONCEPTS
176-2	C	2	ʂ	Ø	-	ʂ	Ø	Ø	ɨ	Ø	ɨ	ɨ	ʂ	ɨ	4754:4, 5974:2	eye / leg / seed
177-2	C	2	ʂ	Ø	-	ʃ	ʂ	Ø	Ø	Ø	Ø	ʃ	ʂ	ʂ	1393:4, 1412:2	comb / hard / mighty or powerful or strong / narrow / rough
217-2	C	2	ʂ	ʃ	Ø	s	a	h	ʃ	Ø	Ø	a	Ø	ʂ	287:3, 5521:2	lung / peel
245-2	C	2	ʂ	ʔ	ʂ	Ø	ʃ	Ø	ʂ	Ø	Ø	Ø	-	ʃ	810:5, 6016:2	sew / water
315-1	C	1	ʂ	Ø	o	ʂ	ʂ	Ø	ɯ	k	u	u	ʂ	o	897:2	clean / white
373-1	C	1	ʂ	ʃ	ʃ	ʃ	i	Ø	ʃ	Ø	s	ʃ	ʃ	ʃ	4405:2	bathe / swim
411-1	C	1	ʂ	Ø	Ø	ʃ	Ø	o	Ø	Ø	Ø	u	Ø	ʂ	5015:3	horn (anatomy)
419-1	C	1	ʂ	ʂ	ʂ	ɨ	ɨ	n	ʂ	ɨ	ɨ	ɨ	ɨ	ɨ	5137:2	moon
430-1	C	1	ʂ	o	ʂ	ʂ	Ø	Ø	ʂ	Ø	Ø	ʃ	ʂ	ʂ	5283:4	needle (for sewing)
480-1	C	1	ʂ	o	ʂ	ʂ	o	n	ɯ	Ø	Ø	Ø	Ø	Ø	5898:4	elbow
501-1	C	1	ʂ	Ø	Ø	-	-	-	Ø	Ø	-	-	-	Ø	6092:4	black / dark
85-3	C	3	Ø	n	-	-	p	-	-	Ø	Ø	n	-	-	770:4, 4297:7, 4413:4	go up (ascend) / hawk / stand / summer / walk / year
160-3	C	3	Ø	s	s	s	s	ʃ	s	Ø	s	s	ʂ	s	79:2, 279:2, 5023:6	brain / rotten / smell (stink) / star / stinking
266-3	C	3	Ø	-	Ø	ʂ	Ø	k	Ø	j	n	ʃ	-	ʃ	3186:2, 3522:2, 4909:2	clean / nasal mucus (snot) / neck / nose
297-3	C	3	Ø	p	Ø	-	t	Ø	ɯ	Ø	Ø	t	ʃ	t	4038:2, 4912:4, 5521:3	necklace / peel / star
72-2	C	2	Ø	-	-	-	n	-	-	Ø	-	Ø	-	-	2914:4, 4728:7	lazy / sand
200-2	C	2	Ø	Ø	Ø	Ø	r	-	-	Ø	-	t	-	-	3952:4, 5911:4	finger / flat / palm of hand / plain / smooth / touch
220-2	C	2	Ø	ʔ	Ø	m	ʔ	Ø	ɨ	Ø	ɨ	ɨ	m	ɨ	1318:2, 5354:2	alcohol (fermented drink) / drunk / mighty or powerful or strong / now / pain
246-2	C	2	Ø	ts	Ø	tʃ	Ø	tʃ	Ø	Ø	tʃ	t	ts	t	973:0, 3522:3	clean / wound
267-2	C	2	Ø	-	kʷ	-	-	Ø	k	Ø	Ø	Ø	k	Ø	852:4, 6042:0	i / sharp / thing
301-1	C	1	Ø	Ø	-	Ø	Ø	-	ɲ	Ø	Ø	-	Ø	-	107:4	snail
308-1	C	1	Ø	t	o	Ø	t	Ø	ɯ	t	Ø	u	t	o	467:2	they
319-1	C	1	Ø	-	-	Ø	-	Ø	-	t	Ø	-	-	-	1182:4	two
332-1	C	1	Ø	Ø	p	Ø	Ø	Ø	p	Ø	Ø	Ø	β	Ø	2295:0	cure
337-1	C	1	Ø	k	i	i	Ø	i	Ø	Ø	Ø	i	i	i	2406:3	darkness / morning / night / yesterday
339-1	C	1	Ø	ʃ	-	-	Ø	-	Ø	Ø	Ø	i	-	-	2406:5	darkness / morning / night / yesterday
341-1	C	1	Ø	-	Ø	n	-	Ø	-	Ø	Ø	Ø	Ø	Ø	2597:9	evening
344-1	C	1	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	-	Ø	-	2836:6	drunk
353-1	C	1	Ø	Ø	Ø	Ø	m	p	p	Ø	p	Ø	p	Ø	3952:0	flat / plain / smooth
354-1	C	1	Ø	Ø	Ø	Ø	m	-	-	Ø	-	Ø	-	Ø	3952:8	flat / plain / smooth
355-1	C	1	Ø	ʔ	Ø	-	-	-	Ø	Ø	Ø	i	-	k	3985:4	float / swim
357-1	C	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	-	r	4038:6	star
361-1	C	1	Ø	tʃ	ʂ	Ø	tʃ	tʃ	Ø	tʃ	ts	tʃ	tʃ	tʃ	4091:2	bark / body / skin
364-1	C	1	Ø	Ø	Ø	Ø	-	p	Ø	Ø	-	Ø	Ø	Ø	4177:6	basket
379-1	C	1	Ø	h	n	h	h	o	n	Ø	Ø	u	h	o	4428:0	heart
381-1	C	1	Ø	n	t	∼	t	t	t	Ø	Ø	t	∼	t	4428:3	heart
382-1	C	1	Ø	t	u	t	i	i	ɯ	Ø	Ø	i	t	i	4428:4	heart
394-1	C	1	Ø	ʔ	-	-	-	-	-	Ø	Ø	Ø	-	-	4583:6	animal
400-1	C	1	Ø	-	Ø	-	ʂ	Ø	-	Ø	Ø	Ø	Ø	Ø	4728:5	lazy
409-1	C	1	Ø	n	-	-	-	-	-	Ø	Ø	n	∼	∼	4903:6	face / forehead
440-1	C	1	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	Ø	-	-	k	5373:4	grow / old man / young man
442-1	C	1	Ø	-	Ø	s	-	Ø	Ø	Ø	Ø	-	-	-	5415:5	few / one / only
443-1	C	1	Ø	m	m	Ø	m	Ø	Ø	m	Ø	p	m	m	5435:0	be silent / no / not
444-1	C	1	Ø	-	-	Ø	-	Ø	Ø	-	Ø	s	-	-	5435:2	be silent / no / not
445-1	C	1	Ø	-	-	Ø	-	Ø	Ø	-	Ø	m	-	-	5435:6	be silent / no / not
457-1	C	1	Ø	h	i	h	h	i	Ø	i	i	i	Ø	i	5568:0	penis / piss
460-1	C	1	Ø	n	-	∼	-	-	Ø	u	-	n	Ø	t	5568:4	penis / piss
464-1	C	1	Ø	ʂ	ʂ	ʂ	ʂ	h	ʃ	Ø	Ø	ʃ	ʂ	ʂ	5705:2	blue / raw
488-1	C	1	Ø	s	t	Ø	s	Ø	t	Ø	-	Ø	s	Ø	5969:2	dream (something) / look / see
491-1	C	1	Ø	n	-	-	-	-	-	Ø	-	-	-	-	6004:4	bitter
493-1	C	1	Ø	Ø	n	Ø	Ø	Ø	n	Ø	Ø	Ø	ʃ	Ø	6042:2	sharp
494-1	C	1	Ø	Ø	-	Ø	Ø	Ø	k	Ø	Ø	Ø	-	Ø	6042:4	sharp
505-1	C	1	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	-	Ø	i	6159:5	cover / shut
65-23	C	23	tʃ	tʃ	tʃ	tʃ	tʃ	tʃ	tʃ	Ø	ts	tʃ	tʃ	tʃ	165:0, 165:2, 2949:2, 3522:0, 3443:0, 3443:2, 4177:0, 4177:2, 175:2, 426:0, 793:0, 820:2, 847:0, 985:0, 1269:1, 1621:0, 1663:0, 1711:2, 1840:0, 2097:0, 2287:0, 4402:0, 4728:0	ash / basket / big / breast / buttocks / chest / chew / chili pepper / clean / cloth / clothes / ear / follow / hard / lazy / light (ignite) / long / older sister / pursue / seize / suckle (breastfeed, nurse) / trap (catch) / wash / wave / wet / wrinkled
66-3	C	3	tʃ	ʔ	tʃ	tʃ	Ø	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	tʃ	137:2, 845:2, 5403:0	older sister / soft / wet / younger sister
242-3	C	3	tʃ	ʔ	i	ʔ	Ø	i	tʃ	ʔ	Ø	a	i	i	2168:2, 4644:0, 6089:4	dance / flow / heel / jump / path
76-2	C	2	tʃ	tʃ	tʃ	tʃ	Ø	ts	tʃ	Ø	ʈʂ	tʃ	tʃ	tʃ	107:2, 2539:0	deer / snail
91-2	C	2	tʃ	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	Ø	tʃ	ts	Ø	tʃ	155:2, 263:0	bitter / press / sour / squeeze
127-2	C	2	tʃ	tʃ	ts	tʃ	tʃ	tʃ	ts	Ø	Ø	Ø	tʃ	m	705:2, 3032:2	egg / up
328-1	C	1	tʃ	tʃ	ts	tʃ	tʃ	Ø	ts	tʃ	Ø	tʃ	tʃ	tʃ	2091:0	fire
441-1	C	1	tʃ	Ø	Ø	tʃ	Ø	i	Ø	Ø	Ø	i	tʃ	i	5393:2	older brother
500-1	C	1	tʃ	Ø	Ø	ʂ	k	h	Ø	Ø	ʂ	ʃ	ʂ	Ø	6092:2	black / dark
125-11	C	11	ts	ts	ts	ts	ts	ts	ts	ts	ts	ts	ts	ts	4129:0, 4129:2, 908:0, 1085:0, 1273:0, 1765:0, 1916:2, 3493:0, 3495:0, 5558:0, 6083:3	chair / charcoal / cold / fart / fish / heel / hit / pinch / sit / sit down / throw / who / wind / wound
276-3	C	3	ts	tʃ	ts	tʃ	i	Ø	ts	Ø	Ø	t	a	t	3521:3, 3656:2, 4536:2	dirty / hot / many
323-1	C	1	ts	ts	ts	a	a	a	ts	Ø	Ø	Ø	a	Ø	1437:2	cassava
472-1	C	1	ts	ʔ	s	Ø	a	Ø	s	Ø	Ø	Ø	a	Ø	5762:2	bird
485-1	C	1	ts	ts	Ø	ts	i	Ø	Ø	Ø	ts	i	ts	i	5952:3	claw / fingernail
10-48	C	48	t	t	t	t	t	t	t	t	t	t	t	t	288:0, 6080:0, 4413:0, 4413:2, 476:3, 4297:4, 5164:0, 5164:2, 258:2, 3654:0, 559:0, 917:3, 4169:0, 5790:0, 5955:2, 5955:4, 212:0, 236:2, 287:0, 729:2, 912:0, 1131:0, 1144:3, 1410:5, 1412:3, 1648:0, 1769:2, 1813:2, 2329:2, 2913:2, 3097:2, 3618:2, 4044:4, 4178:0, 4232:2, 4763:0, 4772:2, 4827:2, 4909:0, 4912:0, 4920:0, 5074:0, 5415:3, 5854:0, 5876:0, 6081:0, 6083:0, 6089:0	back / basket / be silent / break (destroy or get destroyed) / bridge / cheek / chicken / comb / cut / day (not night) / dust / fear (fright) / few / finger / flour / fly (move through air) / foot / footprint / gather / girl / hawk / heel / honey / join / lick / light (radiation) / light (weight) / liver / lung / mother / navel / neck / necklace / one / only / roll / root / rub / salt / scrape / some / spin / spread out / summer / sweet / thick / thunder / tooth / vulture / wake up / wide / woman / year / yellow / young woman
289-4	C	4	t	t	-	-	-	i	Ø	t	ts	i	t	t	59:3, 608:4, 2072:3, 3969:4	bow / cooking pot / flee / run / small
277-3	C	3	t	ʂ	t	s	s	Ø	-	Ø	ʃ	s	ʂ	s	526:4, 917:2, 2497:2	deaf / thread / wide
183-2	C	2	t	ʔ	k	k	Ø	k	i	Ø	t	k	k	k	2406:2, 5914:6	darkness / morning / night / ring / yesterday
226-2	C	2	t	t	a	Ø	Ø	Ø	a	Ø	Ø	Ø	a	a	5612:3, 6024:2	grind / light (radiation) / press / shade / squeeze
254-2	C	2	t	t	Ø	Ø	Ø	-	t	Ø	Ø	i	a	i	1647:2, 2775:4	beverage / chicken / drink
299-1	C	1	t	t	t	t	h	t	t	Ø	d	Ø	t	t	68:2	smell (perceive) / smell (stink)
321-1	C	1	t	t	t	t	i	t	t	Ø	Ø	Ø	t	Ø	1396:3	canoe
349-1	C	1	t	-	t	-	-	-	t	-	-	i	t	t	3246:2	bite / eat / fish / food / tooth
395-1	C	1	t	ʔ	t	Ø	Ø	Ø	t	Ø	Ø	t	t	t	4666:2	kill
402-1	C	1	t	Ø	a	tʃ	Ø	Ø	Ø	Ø	Ø	Ø	t	Ø	4754:2	leg
122-16	C	16	s	s	s	s	s	s	s	s	s	s	s	s	3877:0, 3877:2, 26:0, 5828:2, 526:2, 748:2, 1273:2, 1737:3, 3493:4, 3495:4, 4169:2, 4334:2, 5171:2, 5373:2, 5415:2, 5880:0	basket / become angry / black / charcoal / choose / dark / fart / few / fight / grass / grow / lift / old man / one / only / rope / salt / thread / wake up / whistle / wind / young man
114-2	C	2	s	s	o	s	s	o	ɯ	u	u	u	Ø	s	5568:2, 5914:4	penis / piss / ring
135-2	C	2	s	Ø	s	ts	a	Ø	s	Ø	Ø	s	Ø	s	3951:0, 4536:4	flat / hot
446-1	C	1	s	s	s	i	i	Ø	s	Ø	Ø	i	i	Ø	5484:2	pain / sick
463-1	C	1	s	Ø	Ø	s	h	Ø	Ø	Ø	n	Ø	Ø	Ø	5672:0	lift / put
487-1	C	1	s	s	Ø	s	i	Ø	Ø	Ø	s	i	s	-	5952:5	claw / fingernail
11-40	C	40	r	r	r	r	r	ɾ	ɾ	tʃ	d	r	r	r	3875:2, 4786:0, 4890:2, 3186:0, 4402:2, 5828:0, 112:0, 212:2, 392:2, 404:2, 526:0, 559:2, 575:0, 637:2, 691:2, 1182:0, 1351:2, 1393:2, 2933:0, 3190:0, 3192:0, 3592:0, 3618:0, 4014:0, 4294:2, 4297:2, 4323:2, 4349:0, 4666:0, 4891:2, 5023:4, 5034:0, 5069:0, 5354:0, 5521:0, 5636:2, 5658:2, 5790:2, 5854:2, 6142:0	axe / body / boy / brain / buy / cure / dawn / day (not night) / egg / eye / fear (fright) / feather / firewood / flour / flute / good / grind / hair (body) / hammock / hard / kill / knee / lie down / medicine / mighty or powerful or strong / narrow / nasal mucus (snot) / nose / now / peel / person / pumpkin / push / put / roll / rope / rough / rub / scrape / sell / smoke (inhale) / snake / spin / summer / sun / sweet potato, yam / tear (of eye) / thread / thunder / tobacco / tree stump / two / wake up / year / young man
265-3	C	3	r	Ø	Ø	a	p	ɾ	ɾ	Ø	d	Ø	tʃ	o	2223:2, 3952:2, 4644:2	dance / flat / jump / near / plain / smooth
320-1	C	1	r	n	n	n	n	m	n	Ø	Ø	Ø	n	Ø	1396:0	canoe
9-45	C	45	p	p	p	p	p	p	p	p	p	p	p	p	5471:0, 5471:2, 4282:0, 5747:0, 3568:0, 3568:2, 1420:0, 1420:2, 2949:0, 4241:2, 59:0, 79:0, 236:0, 279:3, 305:0, 917:0, 1023:0, 1318:0, 1483:2, 1837:0, 1840:2, 2079:2, 2133:2, 2496:0, 2497:0, 2836:0, 2913:0, 2927:0, 3212:0, 3246:0, 3493:2, 3495:2, 3951:2, 4178:2, 4813:0, 4823:0, 5018:2, 5023:2, 5605:0, 5705:0, 5802:0, 5810:0, 5839:0, 6069:0, 6081:2	alcohol (fermented drink) / arm / arrow / ash / belly / bite / blue / bow / brain / burning / carry / center or middle / cloth / clothes / cotton / cover / deaf / dig / drunk / dust / ear / eat / fall / fart / father / feather / first / fish / flat / flour / fly (insect) / food / gather / head / inside / join / leaf / light (weight) / mighty or powerful or strong / mud / owl / pain / potato / raw / rib / roof / root / rotten / shit (defecate) / shoot / shoulder / small / smell (stink) / spread out / star / stinking / stomach / throw / tooth / untie / wide / wind / wing / yellow
283-4	C	4	p	p	p	tʃ	Ø	o	p	Ø	ts	tʃ	o	tʃ	1668:2, 3521:0, 6083:5, 6089:6	chieftain / dirty / heel
298-4	C	4	p	t	t	t	i	o	Ø	n	Ø	i	-	Ø	26:4, 307:2, 608:2, 985:3	become angry / bow / fight / stomach / wrinkled
253-3	C	3	p	p	Ø	Ø	ʔ	a	p	a	d	p	a	a	1625:0, 1647:4, 1854:2	chicken / cloth / father / wash
174-2	C	2	p	ʂ	β	p	ʂ	h	n	Ø	b	p	p	p	5403:2, 5898:2	elbow / older sister / younger sister
331-1	C	1	p	p	-	p	p	Ø	-	Ø	Ø	Ø	o	o	2097:6	ash / light (ignite)
5-79	C	79	n	n	n	n	n	n	n	n	n	n	n	n	2745:0, 2889:0, 2889:2, 3158:2, 3985:0, 3985:2, 565:0, 4879:2, 4043:0, 5625:0, 5625:2, 4980:0, 4980:6, 258:0, 2607:0, 511:2, 6043:2, 26:2, 107:0, 112:2, 124:0, 169:2, 184:2, 263:2, 271:0, 483:4, 691:4, 703:2, 770:0, 823:0, 918:0, 930:3, 938:0, 962:2, 967:0, 1084:2, 1238:0, 1240:0, 1375:2, 1483:0, 1730:0, 1779:1, 1959:2, 2350:0, 2520:0, 2577:0, 3178:2, 3205:0, 3550:2, 3769:0, 3923:2, 4025:0, 4044:0, 4121:0, 4226:2, 4241:0, 4258:3, 4322:0, 4349:2, 4421:0, 4468:0, 4508:2, 4517:2, 4537:2, 4676:2, 4834:2, 4903:4, 4953:0, 5034:2, 5248:0, 5292:0, 5364:2, 5582:2, 5658:4, 5672:2, 5687:0, 5688:0, 5826:0, 6051:2	arrive / become angry / bee / below or under / boil (something) / boy / burning / call / carry / center or middle / cloud / come back / deep / dew / dig / dream (something) / duck / earth (soil) / extinguish / face / fasten / fat (organic substance) / feather / field / fight / float / flour / fly (insect) / fly (move through air) / follow / forehead / forest / get lost / give / go up (ascend) / grind / hair (body) / hammock / hear / here / hole / honey / hot / husband / inside / language / lift / lightning / look for / love / man / marry / mosquito / move / navel / nest / old / old man / old woman / plant (something) / press / pull / push / put / rainbow / remember / rope / sell / sharp / sharpen (something) / shout / sky / snail / snake / snore / speak / spider / spring or well / squeeze / stand / swim / think (reflect) / thou / thunder / tie / tree / up / walk / want / wasp / we / wide / wife / wind / woman / worm / young man
164-12	C	12	n	n	∼	-	n	n	n	l	Ø	-	∼	-	236:6, 4323:6, 1023:2, 1023:5, 124:3, 691:6, 741:2, 820:4, 1144:2, 2136:5, 5790:4, 5943:4	boy / claw / cotton / girl / good / hand / roll / snore / spread out / wait (for) / wave / wide / woman / yellow / young man / young woman
121-7	C	7	n	n	∼	∼	m	n	n	Ø	p	n	∼	∼	522:4, 917:5, 1625:2, 2889:4, 3192:4, 4599:2, 5688:4	cloth / duck / nose / rainbow / thread / wash / wide / woman
206-6	C	6	n	-	-	∼	-	-	-	h	Ø	-	-	-	271:4, 741:4, 1240:7, 4349:6, 5069:6, 6089:8	cloud / cure / flour / grind / heel / medicine / stand / wait (for)
25-5	C	5	n	-	-	-	-	-	-	-	-	-	-	-	1581:4, 3817:2, 3923:6, 4878:6, 6092:6	black / bring / come / dark / eyelash / face / forehead / husband / i / marry / open / wife
96-5	C	5	n	n	-	∼	n	-	-	-	-	-	-	-	681:4, 967:4, 1483:4, 4693:4, 5802:4	center or middle / cloud / dig / inside / know (something) / shoulder / smoke (exhaust) / throw / worm
287-5	C	5	n	ʔ	ʔ	i	m	p	ʔ	Ø	p	p	i	p	985:2, 1131:2, 3656:0, 5175:2, 6159:2	bridge / cover / jaw / many / mouth / shut / wrinkled
138-4	C	4	n	ʂ	-	-	-	-	Ø	Ø	Ø	n	-	∼	823:2, 4722:4, 4754:6, 4878:5	eyelash / face / forehead / laugh / leg / open / we
196-4	C	4	n	-	ɲ	∼	-	n	n	ɦ	-	-	∼	-	185:2, 287:5, 1100:4, 5672:4	blow (of wind) / breathe / get tired / lift / lung / put / rest / wind
281-4	C	4	n	n	∼	∼	t	a	n	Ø	Ø	Ø	p	i	810:2, 2597:2, 4165:4, 4644:4	basket / dance / evening / jump / water
124-3	C	3	n	ʔ	-	-	n	-	-	Ø	Ø	-	t	-	2079:4, 4537:4, 4888:4	ash / burning / dust / hot / mud / tear (of eye)
139-3	C	3	n	n	i	n	-	-	Ø	Ø	Ø	n	a	k	785:4, 989:4, 5558:4	arm / armpit / pinch / put / vomit
207-3	C	3	n	n	∼	p	-	t	n	Ø	Ø	t	∼	∼	2072:2, 2520:4, 2597:5	cooking pot / deep / evening
228-3	C	3	n	p	∼	ʔ	-	o	n	Ø	u	u	o	o	703:4, 1131:3, 6159:3	bridge / cover / shut / up
259-3	C	3	n	Ø	β	∼	ʂ	n	β	Ø	Ø	ʃ	∼	∼	287:2, 847:2, 1033:3	lung / wet / yes
279-3	C	3	n	n	Ø	Ø	-	ai	ɯ	Ø	Ø	u	i	Ø	459:2, 559:4, 4693:2	far / know (something) / there / thunder
21-2	C	2	n	n	∼	∼	n	n	n	Ø	n	n	∼	-	5636:4, 6081:4	pumpkin / root
43-2	C	2	n	n	∼	∼	-	n	n	-	Ø	n	∼	∼	3158:4, 5248:4	below or under / remember / think (reflect)
56-2	C	2	n	n	a	n	n	a	a	Ø	Ø	a	a	a	785:2, 4583:4	animal / vomit
77-2	C	2	n	n	t	∼	-	i	t	Ø	n	n	∼	k	781:3, 1663:4	follow / love / pursue / want
88-2	C	2	n	n	i	n	n	i	i	Ø	ɨ	ɨ	n	Ø	815:2, 2813:2	man / milk / person / river / water
92-2	C	2	n	n	n	a	a	Ø	n	Ø	Ø	a	a	a	4236:2, 4694:2	give / know (something) / sell
144-2	C	2	n	t	t	t	t	tʃ	Ø	Ø	Ø	n	t	t	1054:2, 4153:0	frog / you
154-2	C	2	n	n	∼	∼	t	n	n	Ø	Ø	a	∼	a	1396:2, 2836:3	canoe / drunk
181-2	C	2	n	n	n	k	Ø	n	n	l	Ø	k	n	k	1648:2, 1769:0	be silent / chicken / day (not night) / light (radiation)
188-2	C	2	n	β	β	β	w	β	Ø	β	Ø	a	Ø	β	2168:0, 5687:2	flow / path / rainbow
189-2	C	2	n	n	n	n	i	ɨ	n	Ø	n	Ø	i	Ø	3646:2, 4891:6	big / bone / grow / increase / ripe / tear (of eye)
214-2	C	2	n	ʂ	t	-	Ø	-	t	Ø	Ø	-	t	i	5612:5, 5962:3	grind / press / see / squeeze
234-2	C	2	n	β	n	∼	Ø	h	Ø	Ø	Ø	ʃ	∼	∼	5015:2, 6142:2	horn (anatomy) / knee
310-1	C	1	n	n	∼	∼	n	n	n	Ø	Ø	-	∼	∼	672:4	demon / ghost / soul
366-1	C	1	n	n	n	-	-	Ø	n	Ø	Ø	-	-	k	4236:4	give / sell
372-1	C	1	n	n	n	n	a	Ø	n	Ø	n	n	n	n	4405:0	bathe / swim
377-1	C	1	n	n	Ø	∼	k	Ø	Ø	Ø	Ø	k	Ø	k	4421:2	hear
387-1	C	1	n	n	Ø	Ø	a	n	ɾ	Ø	-	n	Ø	Ø	4468:2	here
390-1	C	1	n	n	ɨ	Ø	n	Ø	n	n	Ø	ɨ	n	ɨ	4475:2	hide (conceal)
401-1	C	1	n	n	a	n	n	a	a	n	a	a	n	a	4751:2	mouth / tongue
407-1	C	1	n	ʔ	n	p	-	Ø	Ø	Ø	Ø	Ø	-	Ø	4878:2	eyelash / face / forehead / open
412-1	C	1	n	n	n	n	n	n	n	l	n	n	n	n	5035:0	body / meat / relatives
413-1	C	1	n	n	n	n	n	Ø	n	Ø	Ø	ʃ	n	Ø	5055:2	beard
424-1	C	1	n	n	ɨ	n	n	ɨ	ɨ	l	Ø	ɨ	n	ɨ	5233:2	name
435-1	C	1	n	ʔ	Ø	n	Ø	n	n	Ø	Ø	n	n	n	5301:2	new
447-1	C	1	n	n	∼	-	i	Ø	n	Ø	Ø	i	-	Ø	5484:4	pain / sick
455-1	C	1	n	n	a	a	n	a	a	Ø	Ø	a	n	Ø	5527:2	tail
467-1	C	1	n	ʃ	Ø	∼	n	Ø	i	n	n	i	ʃ	ʃ	5714:2	red / ripe / yellow
470-1	C	1	n	i	Ø	∼	-	Ø	-	-	-	-	-	-	5714:5	red / ripe / yellow
475-1	C	1	n	j	Ø	j	Ø	n	Ø	Ø	Ø	j	j	j	5810:2	arm
478-1	C	1	n	-	Ø	-	Ø	n	Ø	Ø	Ø	-	-	-	5810:5	arm
484-1	C	1	n	n	Ø	∼	ts	Ø	Ø	Ø	n	ts	∼	ts	5952:2	claw / fingernail
7-47	C	47	m	m	m	m	m	m	m	m	m	m	m	m	4164:2, 5074:2, 575:2, 4903:2, 3522:5, 5113:2, 177:2, 501:0, 507:0, 511:0, 522:2, 597:0, 651:0, 703:0, 741:0, 845:0, 948:0, 1054:0, 1351:0, 1916:0, 1959:0, 2079:0, 2136:3, 2206:0, 2520:2, 2687:2, 2745:2, 2790:0, 2914:0, 2954:2, 3097:0, 4226:0, 5015:0, 5018:0, 5023:0, 5035:2, 5111:2, 5248:2, 5312:2, 5558:2, 5911:0, 5914:0, 5937:0, 5943:0, 5952:0, 5955:0, 6004:0	ash / axe / bee / below or under / bitter / body / brain / breast / burning / bury / buy / cheek / chest / claw / clean / cold / cotton / cover / crawl or creep / darkness / deep / dog / dream (something) / dust / earth (soil) / evening / face / finger / fingernail / flour / forehead / fruit / girl / give / hand / head / horn (anatomy) / laugh / meat / milk / mud / night / palm of hand / pinch / play / relatives / ring / roof / sand / sell / smoke (inhale) / straight / thorn / thou / thread / tobacco / touch / up / wait (for) / wake up / wake up (someone) / wet / you / young woman
291-3	C	3	m	m	s	a	a	Ø	m	Ø	Ø	a	a	Ø	2223:4, 4722:2, 5354:3	laugh / near / now
123-2	C	2	m	m	a	m	m	ai	a	ʔ	Ø	Ø	m	Ø	609:2, 5333:2	no / not / path / sick / town or village
158-2	C	2	m	m	p	m	m	k	p	Ø	n	Ø	a	a	2097:4, 4177:4	ash / basket / light (ignite)
270-2	C	2	m	Ø	k	m	Ø	a	a	Ø	Ø	Ø	ɨ	Ø	4800:3, 5390:2	ant / lift
300-1	C	1	m	m	i	m	m	i	i	m	i	i	m	i	75:2	blood / relatives
408-1	C	1	m	o	i	ɨ	-	Ø	Ø	Ø	Ø	Ø	-	Ø	4878:3	eyelash / face / forehead / open
428-1	C	1	m	ʔ	m	m	Ø	Ø	m	Ø	Ø	m	m	m	5283:2	needle (for sewing)
8-56	C	56	k	k	k	k	k	k	k	k	k	k	k	k	3875:0, 4786:2, 565:2, 2072:0, 4376:0, 4376:3, 1240:3, 4037:0, 5194:2, 6043:0, 155:0, 305:2, 385:2, 404:0, 476:0, 483:0, 608:0, 705:4, 1085:2, 1144:5, 1207:0, 1393:0, 1621:2, 1644:2, 1737:0, 1813:0, 1816:0, 2388:0, 2396:2, 2687:0, 2826:2, 2927:2, 3102:2, 3192:2, 3205:2, 3592:2, 4165:0, 4282:2, 4332:0, 4435:2, 4508:0, 4728:2, 4834:0, 4862:2, 4972:2, 4980:2, 5063:0, 5093:0, 5175:0, 5515:2, 5650:0, 5723:0, 5943:2, 6004:2, 6016:0, 6073:0	all / arrive / ask (inquire) / ask (request) / back / bark / basket / bat / belly / bitter / boil (something) / bow / burn (something) / chew / chieftain / choose / claw / cloud / come back / cooking pot / dog / empty / extinguish / fall / fan (action) / fast / fear (fright) / finish / firewood / girl / half / hammock / hand / hard / hide (conceal) / hit / hole / jaw / lazy / leg / lie down / lightning / lip / lizard / maize / man / mighty or powerful or strong / mouth / move / narrow / nose / peel / pus / put / relatives / river / rough / scrape / sew / sharp / skin / sour / split / stomach / sweet potato, yam / thick / throw / thunder / untie / up / upper leg (thigh) / water / woman / wound / young woman
39-8	C	8	k	k	kʷ	k	k	k	kʷ	k	kʷ	k	k	k	288:2, 781:0, 1375:0, 4025:2, 4249:0, 5055:0, 5057:0, 6051:0	be born / beard / call / fly (insect) / go / lip / liver / love / mosquito / mouth / sharpen (something) / shout / walk / want
223-4	C	4	k	k	k	o	o	k	k	Ø	Ø	ts	o	o	2295:3, 3075:2, 473:2, 651:2	cough / cure / embrace / laugh / play / straight
235-4	C	4	k	-	-	Ø	-	o	a	Ø	Ø	-	t	-	236:4, 4323:4, 185:4, 5790:5	blow (of wind) / good / roll / spread out / wide / wind
82-3	C	3	k	-	t	-	-	-	t	-	-	i	t	k	1550:5, 1581:2, 4953:3	break (destroy or get destroyed) / bring / come / follow / love / tear (shred) / want
229-3	C	3	k	ʔ	k	Ø	a	n	k	-	k	Ø	a	-	59:5, 3646:0, 4165:2	basket / big / bone / grow / increase / ripe / small
23-2	C	2	k	k	k	k	k	k	Ø	kʷ	kʷ	k	k	k	681:0, 3284:2	baby / boy / child (young human) / cloud / girl / smoke (exhaust) / young
