ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	SUBGROUP	COGID	COGIDS	MORPHEMES	BORROWING	ALIGNMENT
7200	Sharanahua	charcoal	tsistu	tsistu	ts i s t ɨ	None	Pano	1203	150	coal		ts i s t ɨ -
7246	Chipaya	charcoal	parasa	parasa	p a r a s a	None	Uru-Chipaya	1431	1787	?		p a r a s a
8636	Tacana	charcoal	e-tid’e	e-tid’e	t i ɽ e	None	Tacana	1428	1784	?		t i ɽ e
9053	Tsimane	charcoal	cuj	cuj	k ɨ h	None	Mosetén	1876	235	ash		k ɨ h
9838	Chacobo	charcoal	tsistë	tsistë	ts i s t ɨ	None	Pano	1203	150	coal		ts i s t ɨ -
10191	Araona	charcoal	tezi	tezi	t e ɽ i	None	Tacana	1428	1784	?		t e ɽ i
146	EseEjja	cheek	e-šemo	e-šemo	ʃ e m o	None	Tacana	4064	648	cheek		ʃ e m o
664	HuarayoEseEjja	cheek	e-šemo-yami	e-šemo-yami	ʃ e m o + j a m i	None	Tacana	4066	648 7088	cheek meat		ʃ e m o + j a m i
1070	Cashibo	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
1506	Catuquina	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
2006	ShipiboConibo	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
2629	Yaminahua	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
3444	Amahuaca	cheek	tamó	tamó	t a m ó/o	None	Pano	4361	712	cheek		t a m ó/o
4005	Capanahua	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
4281	Moseten	cheek	aiɲ	aiɲ	a i ɲ	None	Mosetén	1455	1816	?		a i ɲ
4282	Movima	cheek	poh-ra	poh-ra	p o h + r a	None	Movima	4648	795 734	eye?		p o h + r a
5642	Sharanahua	cheek	tamo	tamo	t a m u	None	Pano	4361	712	cheek		t a m u
6188	Kakataibo	cheek	tamu	tamu	t a m ɯ	None	Pano	4361	712	cheek		t a m ɯ
6677	Isconahua	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
8181	Cavinena	cheek	etamu	etamu	t a m u	None	Tacana	4361	712	cheek		t a m u
8935	Tsimane	cheek	an	an	a n	None	Mosetén	4054	645	mouth		- a n -
9812	Chacobo	cheek	tamo	tamo	t a m o	None	Pano	4361	712	cheek		t a m o
10242	Kaxarari	cheek	taˈmu	taˈmu	t a m u	None	Pano	4361	712	cheek		t a m u
180	EseEjja	chest	e-seʔo	e-seʔo	s e ʔ o	None	Tacana	159	1063	chest_prefix		s e ʔ o
181	EseEjja	chest	e-kʷae	e-kʷae	kʷ a e	None	Tacana	1465	1836	?		- - kʷ a e
689	HuarayoEseEjja	chest	e-seʔo	e-seʔo	s e ʔ o	None	Tacana	159	1063	chest_prefix		s e ʔ o
1096	Cashibo	chest	ši'kã	ši'kã	ʃ i k + ã	None	Pano	1466	1836 1053	chest chest		ʃ i k - - + ã -
1536	Catuquina	chest	šoṣ̌i	šoṣ̌i	ʂ o + tʃ i	None	Pano	161	1063 1064	chest_prefix chest		ʂ - - o + tʃ i
2050	ShipiboConibo	chest	ṣ̌oči	ṣ̌oči	ʂ o + tʃ i	None	Pano	161	1063 1064	chest_prefix chest		ʂ - - o + tʃ i
2659	Yaminahua	chest	ṣ̌oči	ṣ̌oči	ʂ o + tʃ i	None	Pano	161	1063 1064	chest_prefix chest		ʂ - - o + tʃ i
3418	Amahuaca	chest	xochí	xochí	ʂ o + tʃ í/i	None	Pano	161	1063 1064	chest_prefix chest		ʂ - - o + tʃ í/i
4103	Capanahua	chest	xochi	xochi	ʂ o + tʃ i	None	Pano	161	1063 1064	chest_prefix chest		ʂ - - o + tʃ i
4283	Moseten	chest	eefe	eefe	e e f e	None	Mosetén	1464	1835	?		e e f e
4284	Movima	chest	ɓeʔ-ɬaɬa-kʷa	ɓeʔ-ɬaɬa-kʷa	ɓ e ʔ + ɬ a ɬ a + kʷ a	None	Movima	1469	1839 1840 1177	? absolute_state		ɓ e ʔ + ɬ a ɬ a + kʷ a
5160	Matses	chest	shicdiadquid	shicdiadquid	ʃ i k + d i a d + k i d	None	Pano	1467	1836 1058 1178	chest chest agent_nmlz		ʃ i k - - + d i a d + k i d
5643	Sharanahua	chest	chochon	chochon	tʃ u tʃ u n	None	Pano	150	1062	chest		tʃ u tʃ u n
5644	Sharanahua	chest	shochi	shochi	ʃ u + tʃ i	None	Pano	161	1063 1064	chest_prefix chest		ʃ - - u + tʃ i
6189	Kakataibo	chest	shikan	shikan	ʃ i k + a n	None	Pano	1466	1836 1053	chest chest		ʃ i k - - + a n
6678	Isconahua	chest	honchi	honchi	h o + n tʃ i	None	Pano	162	1063 1080	chest_prefix ?		- - h o + n tʃ i
7433	Chipaya	chest	keka	keka	k e k a	None	Uru-Chipaya	141	1059	?		k e k a
8016	Cavinena	chest	-akwa	-akwa	a kʷ a	None	Tacana	1465	1836	?		- a kʷ a -
9087	Tsimane	chest	e’fe	e’fe	e.ʔ f e	None	Mosetén	1464	1835	?		- e.ʔ f e
9802	Chacobo	chest	shipati	shipati	ʃ i + p a t i	None	Pano	160	1063 1061	chest_prefix ?		ʃ - - i + p a t i
10015	Araona	chest	emi	emi	m i	None	Tacana	1464	1835	?		- - m i
10243	Kaxarari	chest	ʃuˈma	ʃuˈma	ʃ u + m a	None	Pano	163	1063 1320	chest_prefix breast		ʃ - - u + m a
734	HuarayoEseEjja	chew	ixia-paša-kwe	ixia-paša-kwe	i x i a + p a ʃ a	None	Tacana	3443	4574 1864	eat ?		i x i a + p a ʃ a
1148	Cashibo	chew	ča'kuka-ti	ča'kuka-ti	tʃ a k u + k a + t i	None	Pano	1503	1872 1206 1167	undefined _:verbal _:verbal		tʃ a k u + k a + t i
1588	Catuquina	chew	ṣ̌ako-	ṣ̌ako-	tʃ a k o	None	Pano	1503	1872	?		tʃ a k o
2122	ShipiboConibo	chew	naka-ti	naka-ti	n a k a + t i	None	Pano	0	1859 1167	_:verbal		n a k - - a + t i
2718	Yaminahua	chew	naka-kĩ	naka-kĩ	n a k a + k ĩ	None	Pano	0	1859 1186	_:verbal		n a k - - a + - k ĩ
3084	Amahuaca	chew	nácaquin	nácaquin	n á/a k a + k i n	None	Pano	0	1859 356	_:verbal		n á/a k - - a + k i n
3798	Capanahua	chew	nacaquin	nacaquin	n a k a	None	Pano	1492	1859	?		n a k - - a
4285	Moseten	chew	karaub-'he	karaub-'he	k a r au b + h e	None	Mosetén	1496	1862 1870	bite ?		k a - r au b + h e
4286	Movima	chew	ɗon-ka-ɓa-na	ɗon-ka-ɓa-na	ɗ o n + k a + ɓ a + n a	None	Movima	1494	1861 3472 3481 1968	? ? _:verbal		ɗ o n + k a + ɓ a + n a
5161	Matses	chew	namiua	namiua	n a m i u a	None	Pano	1501	1869	?		n a m i u a
5162	Matses	chew	quiad	quiad	k i a d	None	Pano	1495	1862	?		k i a d - -
5645	Sharanahua	chew	chacoaqui	chacoaqui	tʃ a k u + a k i	None	Pano	1503	1872 1226	verbal_stem		tʃ a k u + a k i
6190	Kakataibo	chew	nacháti	nacháti	n a tʃ a + t i	None	Pano	1500	1868 1167	undefined _:verbal		n a tʃ a + t i
6191	Kakataibo	chew	chakúkati	chakúkati	tʃ a k ɯ + k a t i	None	Pano	1503	1872 1079	verbal_stem		tʃ a k ɯ + k a t i
6679	Isconahua	chew	bona bona ik	bona bona ik	β o n a + β o n a + i k	None	Pano	1498	1865 1865 1867	?		β o n a + β o n a + i k
7562	Chipaya	chew	qhoj-z	qhoj-z	qʰ o x	None	Uru-Chipaya	1499	1866	?		qʰ o x
8299	Cavinena	chew	kuru	kuru	k u r u	None	Tacana	1495	1862	bite		k u - r u -
8528	Tacana	chew	cachu	cachu	k a tʃ u	None	Tacana	1495	1862	bite		k a - tʃ u -
8983	Tsimane	chew	caćha’naqui, mucu’chuqui	caćha’naqui	k a tʃʰ a.ʔ	None	Mosetén	1495	1862	bite		k a - tʃʰ a.ʔ -
8984	Tsimane	chew	caćha’naqui, mucu’chuqui	mucu’chuqui	m ɨ k ɨ.ʔ tʃ ɨ + k i	None	Mosetén	0	1859 643	_:verbal		m ɨ k ɨ.ʔ tʃ ɨ + k i
9691	Chacobo	chew	nacahaina	nacahaina	n a k a	None	Pano	1492	1859	?		n a k - - a
10129	Araona	chew	mia	mia	m i a	None	Tacana	1493	1860	?		m i a
88	EseEjja	chicken	kačina-ha-ɓakʷa	kačina-ha-ɓakʷa	k a tʃ i n a + h a + ɓ a kʷ a	None	Tacana	3302	421 1897 434	?		k a tʃ i n a + h a - + ɓ a kʷ a
625	HuarayoEseEjja	chicken	dexa hao	dexa hao	d e x a + h a o	None	Tacana	2336	296 1897	person ?		d e x a + h a o
1463	Catuquina	chicken	takara	takara	t a k a r a	None	Pano	1526	1896	?		t a - k a r a
1947	ShipiboConibo	chicken	atapa	atapa	a t a p a	None	Pano	1525	1895	?		- a t - - a p a
2580	Yaminahua	chicken	takara	takara	t a k a r a	None	Pano	1526	1896	?		t a - k a r a
3304	Amahuaca	chicken	hátapá	hátapá	ʔ á/a t a p á/a	None	Pano	1525	1895	?		ʔ á/a t - - a p á/a
3644	Capanahua	chicken	hatapa	hatapa	ʔ a t a p a	None	Pano	1525	1895	?		ʔ a t - - a p a
4287	Moseten	chicken	mi'ki-t a'taba	mi'ki-t a'taba	m i k i + t + a t a b a	None	Mosetén	3942	603 312 1895	small _:nmlz ?		m i k i + t + - a t - - a b a
4288	Movima	chicken	hoʔme	hoʔme	h o ʔ m e	None	Movima	91	104	bird		h o ʔ m e
5163	Matses	chicken	cachina	cachina	k a tʃ i n a	None	Pano	3301	421	?		k a tʃ i n a
5646	Sharanahua	chicken	tacara	tacara	t a k a r a	None	Pano	1526	1896	?		t a - k a r a
6192	Kakataibo	chicken	'atoripa	'atoripa	ʔ a t ɤ ɾ i p a	None	Pano	1525	1895	?		ʔ a t ɤ ɾ i p a
6193	Kakataibo	chicken	'atapa	'atapa	ʔ a t a p a	None	Pano	1525	1895	?		ʔ a t - - a p a
7830	Isconahua	chicken	tankara	tankara	t a n k a ɾ a	None	Pano	1526	1896	?		t a n k a ɾ a
8402	Cavinena	chicken	takure	takure	t a k u r e	None	Tacana	1526	1896	?		t a - k u r e
8679	Tacana	chicken	huaripa	huaripa	w a ɾ i p a	None	Tacana	1525	1895	?		w a ɾ - - i p a
8944	Tsimane	chicken	atava	atava	a t a ʋ a	None	Mosetén	1525	1895	?		- a t - - a ʋ a
9743	Chacobo	chicken	patiari	patiari	p a t i + a r i	None	Pano	3371	435 436	?		p a t i + a r i
10038	Araona	chicken	hualipa	hualipa	w a l i p a	None	Tacana	1525	1895	?		w a l - - i p a
1385	Cashibo	chieftain	ʔapu	ʔapu	ʔ a p u	None	Pano	1542	1923	?		ʔ a p u
1849	Catuquina	chieftain	nokɨ iβoʔa-i	nokɨ iβoʔa-i	n o k ɨ + i β o ʔ a + i	None	Pano	4280	6990 817 32	man ? _:n_deriv		n o k ɨ + i β o ʔ a + i
2496	ShipiboConibo	chieftain	koraka	koraka	k o r a k a	None	Pano	4418	726	?		k o r a k a
2497	ShipiboConibo	chieftain	apo	apo	a p o	None	Pano	1542	1923	?		- a p o
2498	ShipiboConibo	chieftain	koši	koši	k o ʃ i	None	Pano	4381	7180	strong		k o ʃ i
3020	Yaminahua	chieftain	ṣ̌anĩ-βo	ṣ̌anĩ-βo	ʂ a n ĩ + β o	None	Pano	4692	806 1931	?		ʂ a n ĩ + β o
3081	Amahuaca	chieftain	coshí, hápo	coshí	k o ʃ í/i	None	Pano	4381	7180	strong		k o ʃ í/i
3082	Amahuaca	chieftain	coshí, hápo	hápo	ʔ á/a p o	None	Pano	1542	1923	?		ʔ á/a p o
3769	Capanahua	chieftain	maxéyahpa, hapo	maxéyahpa	m a ʂ ɨ j a ʔ p a	None	Pano	1541	1922	?		m a ʂ ɨ j a ʔ p a
3770	Capanahua	chieftain	maxéyahpa, hapo	hapo	ʔ a p o	None	Pano	1542	1923	?		ʔ a p o
4289	Moseten	chieftain	'hefe	'hefe	h e f e	None	Mosetén	4324	709	?		h e f e
4290	Movima	chieftain	en-ona	en-ona	e n + o n a	None	Movima	1544	1928 3300	?		e n + o n a
5562	Matses	chieftain	chuiquid	chuiquid	tʃ u i + k i d	None	Pano	2351	299 1178	tell agent_nmlz		tʃ u i + k i d
6095	Sharanahua	chieftain	niaifo	niaifo	n i a i β u	None	Pano	1545	1929	?		n i a i β u
6108	Sharanahua	chieftain	yonomamisi	yonomamisi	j u n u + m a m i s i	None	Pano	1548	1932 2093	work ?		j u n u + m a m i s i
6194	Kakataibo	chieftain	chana	chana	tʃ a n a	None	Pano	32	1014	?		tʃ a n a
6195	Kakataibo	chieftain	'apu	'apu	ʔ a p ɯ	None	Pano	1542	1923	?		ʔ a p ɯ
8166	Cavinena	chieftain	ekwari, waraji	ekwari	kʷ a r i	None	Tacana	1539	1920	?		kʷ a r i
8167	Cavinena	chieftain	ekwari, waraji	waraji	w a r a h i	None	Tacana	4115	664	?		w a r a h i
8591	Tacana	chieftain	e-cuai	e-cuai	kʷ a i	None	Tacana	1539	1920	?		kʷ a - i
8950	Tsimane	chieftain	ayo’	ayo’	a j o.ʔ	None	Mosetén	1542	1923	?		- a j o.ʔ
9540	Chacobo	chieftain	chama	chama	tʃ a m a	None	Pano	32	1014	?		tʃ a m a
9882	Araona	chieftain	ai iloiji	ai iloiji	a.i + i l o i h i	None	Tacana	4848	854 897	?		a.i + i l o i h i
57	EseEjja	child (young human)	e-ɓakʷa	e-ɓakʷa	ɓ a kʷ a	None	Tacana	2833	360	child		ɓ a kʷ a
58	EseEjja	child (young human)	e-šoʔinee	e-šoʔinee	ʃ o ʔ i + n ee	None	Tacana	5244	96 126	young ?		- ʃ o ʔ i + n ee
602	HuarayoEseEjja	child (young human)	dexa sisi	dexa sisi	d e x a + s i s i	None	Tacana	2337	296 345	person small		d e x a + s i s i
603	HuarayoEseEjja	child (young human)	čawa	čawa	tʃ a w a	None	Tacana	1565	1956	child		tʃ a w a
1002	Cashibo	child (young human)	βakɨ	βakɨ	β a k ɨ	None	Pano	2833	360	child		β a k ɨ
1440	Catuquina	child (young human)	yomɨ-pičṣ̌a	yomɨ-pičṣ̌a	j o m ɨ + p i ʃ tʃ a	None	Pano	2858	361 9890	baby short		j o m ɨ + p i ʃ tʃ a
1922	ShipiboConibo	child (young human)	βakɨ	βakɨ	β a k ɨ	None	Pano	2833	360	child		β a k ɨ
1923	ShipiboConibo	child (young human)	βakɨ-šoko	βakɨ-šoko	β a k ɨ + ʃ o k o	None	Pano	2842	360 362	child person		β a k ɨ + ʃ o k o
1924	ShipiboConibo	child (young human)	čiβa	čiβa	tʃ i β a	None	Pano	2555	325	child		tʃ i β a
2556	Yaminahua	child (young human)	βakɨ	βakɨ	β a k ɨ	None	Pano	2833	360	child		β a k ɨ
