DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
EseEjja	2472	SUCKLE (BREASTFEED, NURSE)	suckle (breastfeed, nurse)	mamar		
EseEjja	2486	HIDE	hide	esconder	ESCONDER	
EseEjja	2492	BOIL (SOMETHING)	boil (something)	hervir, cocer		
EseEjja	2504	DIFFERENT	different	diferente		
EseEjja	2506	LOOSE	loose	suelto		
EseEjja	2561	HURT (SENSE PAIN)	hurt (sense pain)	doler		
EseEjja	2613	SKIN (HUMAN)	skin (human)	piel		
EseEjja	2614	SKIN (ANIMAL)	skin (animal)	pellejo, piel		
EseEjja	2638	FISHING	fishing	pescar	pescar	
EseEjja	2790	HIGH OR TALL	high or tall	alto		
EseEjja	2827	MENSTRUATE	menstruate	menstruar		
EseEjja	2866	DROP (SOMETHING)	drop (something)	dejar caer	deixar cair	
EseEjja	2907	ROT	rot	pudrirse		
EseEjja	2912	FORWARD	forward	adelante		
EseEjja	3020	BREAK (BREAKING)	break (breaking)	romperse	quebrar(-se) / romper(-se)	
EseEjja	3080	SPLIT OPEN	split open	rajar		
EseEjja	3174	WAKE UP (SOMEONE)	wake up (someone)	despertar		
EseEjja	3224	WRING	wring	retorcer, estrujar		
EseEjja	3230	DECEIVE	deceive	engañar		
EseEjja	3287	BLOOM	bloom	florecer		
EseEjja	3294	BRAID (VERB) OR WEAVE (BASKET)	braid (verb) or weave (basket)	tejer, trenzar	tecer	
EseEjja	3320	SNARE (TRAP)	snare (trap)	trampa, cepo		
EseEjja	3452	MUCH	much	mucho		
EseEjja	3463	RIVERBANK	riverbank	orilla, ribera		
EseEjja	3472	DANCE (MOVEMENT)	dance (movement)	baile, danza		
EseEjja	3603	EARTH OR LAND	earth or land	tierra	TERRA / PAÍS	
EseEjja	3609	TOWN OR VILLAGE	town or village	pueblo, ciudad	cidade pequena ou vila	
EseEjja	3653	COOKING POT	cooking pot	olla, paila	panela	
EseEjja	3749	HATE (LOATHING)	hate (loathing)	odiar		
EseEjja	3861	FAIL	fail	fracasar		
EseEjja	3898	ACCEPT	accept	aceptar		
EseEjja	3913	COUGH (ACT OF COUGHING)	cough (act of coughing)	toser		
EseEjja	3923	FEMALE ANIMAL	female animal	hembra		
EseEjja	3924	MALE ANIMAL	male animal	macho		
