DOCULECT	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	SPANISH	PORTUGUESE	FORM
Yaminahua	2613	SKIN (HUMAN)	skin (human)	piel		
Yaminahua	2614	SKIN (ANIMAL)	skin (animal)	pellejo, piel		
Yaminahua	2638	FISHING	fishing	pescar	pescar	
Yaminahua	2790	HIGH OR TALL	high or tall	alto		
Yaminahua	2827	MENSTRUATE	menstruate	menstruar		
Yaminahua	2866	DROP (SOMETHING)	drop (something)	dejar caer	deixar cair	
Yaminahua	2907	ROT	rot	pudrirse		
Yaminahua	2912	FORWARD	forward	adelante		
Yaminahua	3020	BREAK (BREAKING)	break (breaking)	romperse	quebrar(-se) / romper(-se)	
Yaminahua	3080	SPLIT OPEN	split open	rajar		
Yaminahua	3174	WAKE UP (SOMEONE)	wake up (someone)	despertar		
Yaminahua	3224	WRING	wring	retorcer, estrujar		
Yaminahua	3230	DECEIVE	deceive	engañar		
Yaminahua	3287	BLOOM	bloom	florecer		
Yaminahua	3294	BRAID (VERB) OR WEAVE (BASKET)	braid (verb) or weave (basket)	tejer, trenzar	tecer	
Yaminahua	3320	SNARE (TRAP)	snare (trap)	trampa, cepo		
Yaminahua	3452	MUCH	much	mucho		
Yaminahua	3463	RIVERBANK	riverbank	orilla, ribera		
Yaminahua	3472	DANCE (MOVEMENT)	dance (movement)	baile, danza		
Yaminahua	3603	EARTH OR LAND	earth or land	tierra	TERRA / PAÍS	
Yaminahua	3609	TOWN OR VILLAGE	town or village	pueblo, ciudad	cidade pequena ou vila	
Yaminahua	3749	HATE (LOATHING)	hate (loathing)	odiar		
Yaminahua	3861	FAIL	fail	fracasar		
Yaminahua	3898	ACCEPT	accept	aceptar		
Yaminahua	3913	COUGH (ACT OF COUGHING)	cough (act of coughing)	toser		
Yaminahua	3923	FEMALE ANIMAL	female animal	hembra		
Yaminahua	3924	MALE ANIMAL	male animal	macho		
