ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy,Alignment,Morphemes,GroupedSounds
Yaminahua-man-1,,Yaminahua,man,noko βɨnɨ,noko βɨnɨ,n o k o + β ɨ n ɨ,None,Key2021,4967,,,,None,6990 4252,n o k o + β ɨ n ɨ,man marry,"['n', 'o', 'k', 'o', '+', 'β', 'ɨ', 'n', 'ɨ']"
Yaminahua-woman-1,,Yaminahua,woman,kɨro,kɨro,k ɨ r o,None,Key2021,956,,,,None,12889,k ɨ r o,?,"['k', 'ɨ', 'r', 'o']"
Yaminahua-boy-1,,Yaminahua,boy,βɨrona-βakɨ,βɨrona-βakɨ,β ɨ r o + n a + β a k ɨ,None,Key2021,699,,,,None,1213 284 360,β ɨ r o + n a - + β a k ɨ,soul ? child,"['β', 'ɨ', 'r', 'o', '+', 'n', 'a', '+', 'β', 'a', 'k', 'ɨ']"
Yaminahua-youngman-1,,Yaminahua,youngman,naɨtapa,naɨtapa,n a ɨ t a p a,None,Key2021,5956,,,,None,95,n a ɨ t a p a,young,"['n', 'a', 'ɨ', 't', 'a', 'p', 'a']"
Yaminahua-girl-1,,Yaminahua,girl,ṣ̌otoko-βakɨ,ṣ̌otoko-βakɨ,ʂ o t o k o + β a k ɨ,None,Key2021,4217,,,,None,4933 360,ʂ o t o k o + β a k ɨ,child,"['ʂ', 'o', 't', 'o', 'k', 'o', '+', 'β', 'a', 'k', 'ɨ']"
Yaminahua-youngwoman-1,,Yaminahua,youngwoman,naɨtaβa,naɨtaβa,n a ɨ t a β a,None,Key2021,5956,,,,None,95,n a ɨ t a β a,young,"['n', 'a', 'ɨ', 't', 'a', 'β', 'a']"
Yaminahua-youngwoman-2,,Yaminahua,youngwoman,ṣ̌omaya,ṣ̌omaya,ʂ o m a + j a,None,Key2021,5099,,,,None,7219 1317,ʂ o m a + j a,milk marry,"['ʂ', 'o', 'm', 'a', '+', 'j', 'a']"
Yaminahua-childyounghuman-1,,Yaminahua,childyounghuman,βakɨ,βakɨ,β a k ɨ,None,Key2021,3297,,,,None,360,β a k ɨ,child,"['β', 'a', 'k', 'ɨ']"
Yaminahua-baby-1,,Yaminahua,baby,βakɨ-šta,βakɨ-šta,β a k ɨ + ʃ t a,None,Key2021,3308,,,,None,360 367,β a k ɨ + ʃ t a,child ?,"['β', 'a', 'k', 'ɨ', '+', 'ʃ', 't', 'a']"
Yaminahua-baby-2,,Yaminahua,baby,yomɨ-šta,yomɨ-šta,j o m ɨ + ʃ t a,None,Key2021,3322,,,,None,361 367,j o m ɨ + ʃ t a,baby ?,"['j', 'o', 'm', 'ɨ', '+', 'ʃ', 't', 'a']"
Yaminahua-baby-3,,Yaminahua,baby,βakɨ yomɨ,βakɨ yomɨ,β a k ɨ + j o m ɨ,None,Key2021,3305,,,,None,360 361,β a k ɨ + j o m ɨ,child baby,"['β', 'a', 'k', 'ɨ', '+', 'j', 'o', 'm', 'ɨ']"
Yaminahua-husband-1,,Yaminahua,husband,βɨnɨ,βɨnɨ,β ɨ n ɨ,None,Key2021,3940,,,,None,4252,β ɨ n ɨ,marry,"['β', 'ɨ', 'n', 'ɨ']"
Yaminahua-wife-1,,Yaminahua,wife,ãβi,ãβi,!ã/a β i,None,Key2021,4584,,,,None,5940,- !ã/a β i -,?,"['!ã/a', 'β', 'i']"
Yaminahua-marry-1,,Yaminahua,marry,βi-a-nã-kĩ,βi-a-nã-kĩ,β i + a + n a ~ + k !ĩ/i,None,Key2021,1558,,,,None,1809 77 284 1186,β i + a + n a ~ + k !ĩ/i,marry _:verbal boy _:verbal,"['β', 'i', '+', 'a', '+', 'n', 'a', '~', '+', 'k', '!ĩ/i']"
Yaminahua-father-1,,Yaminahua,father,ɨpa,ɨpa,ɨ p a,None,Key2021,1857,,,,None,2121,- - - ɨ p a,father,"['ɨ', 'p', 'a']"
Yaminahua-mother-1,,Yaminahua,mother,ɨβa,ɨβa,ɨ β a,None,Key2021,5151,,,,None,7347,ɨ β a,?,"['ɨ', 'β', 'a']"
Yaminahua-olderbrother-1,,Yaminahua,olderbrother,oči,oči,o + tʃ i,None,Key2021,5377,,,,None,8004 1964,- o + tʃ i,brother brother,"['o', '+', 'tʃ', 'i']"
Yaminahua-youngerbrother-1,,Yaminahua,youngerbrother,ɨṣ̌to,ɨṣ̌to,ɨ ʂ t o,None,Key2021,1088,,,,None,13290,ɨ ʂ t o,?,"['ɨ', 'ʂ', 't', 'o']"
Yaminahua-oldersister-1,,Yaminahua,oldersister,čipi,čipi,tʃ i p i,None,Key2021,5387,,,,None,8029,tʃ i p i,sister,"['tʃ', 'i', 'p', 'i']"
Yaminahua-youngersister-1,,Yaminahua,youngersister,čiko,čiko,tʃ i k o,None,Key2021,3491,,,,None,379,tʃ i k o,?,"['tʃ', 'i', 'k', 'o']"
Yaminahua-oldman-1,,Yaminahua,oldman,ani-βo,ani-βo,a n i + β o,None,Key2021,3666,,,,None,396 313,a n i + β o,grow old,"['a', 'n', 'i', '+', 'β', 'o']"
Yaminahua-oldwoman-1,,Yaminahua,oldwoman,yõṣ̌a-βo,yõṣ̌a-βo,j !õ/o ʂ a + β o,None,Key2021,937,,,,None,128 313,j !õ/o ʂ a + β o,woman old,"['j', '!õ/o', 'ʂ', 'a', '+', 'β', 'o']"
Yaminahua-orphan-1,,Yaminahua,orphan,apa-mais,apa-mais,a p a + m a i s,None,Key2021,3742,,,,None,403 402,a p a + m a i s,?,"['a', 'p', 'a', '+', 'm', 'a', 'i', 's']"
Yaminahua-relatives-1,,Yaminahua,relatives,yora,yora,j o r a,None,Key2021,394,,,,None,1120,j o r a,body,"['j', 'o', 'r', 'a']"
Yaminahua-i-1,,Yaminahua,i,ɨ̃,ɨ̃,ɨ ~,None,Key2021,3834,,,,None,413,- ɨ ~,1sg,"['ɨ', '~']"
Yaminahua-thou-1,,Yaminahua,thou,mĩ,mĩ,m !ĩ/i,None,Key2021,512,,,,None,11571,m !ĩ/i,2sg,"['m', '!ĩ/i']"
Yaminahua-we-1,,Yaminahua,we,nõ,nõ,n o ~,None,Key2021,830,,,,None,12527,n o ~,1sg_pl,"['n', 'o', '~']"
Yaminahua-you-1,,Yaminahua,you,mato,mato,m a t o,None,Key2021,1063,,,,None,13162,m a t o -,2sg_pl,"['m', 'a', 't', 'o']"
Yaminahua-they-1,,Yaminahua,they,ato,ato,a t o,None,Key2021,471,,,,None,11430,- a t o,3sg_pl,"['a', 't', 'o']"
Yaminahua-animal-1,,Yaminahua,animal,yõinã,yõinã,j !õ/o i n !ã/a,None,Key2021,4570,,,,None,59,j !õ/o - i n !ã/a -,?,"['j', '!õ/o', 'i', 'n', '!ã/a']"
Yaminahua-pig-1,,Yaminahua,pig,koči,koči,k o tʃ i,None,Key2021,2164,,,,yes,2443,k o tʃ i,?,"['k', 'o', 'tʃ', 'i']"
Yaminahua-chicken-1,,Yaminahua,chicken,takara,takara,t a k a r a,None,Key2021,1652,,,,None,1896,t a ( - ) k a r a,?,"['t', 'a', 'k', 'a', 'r', 'a']"
Yaminahua-duck-1,,Yaminahua,duck,nõnõ,nõnõ,n !õ/o n o ~,None,Key2021,2901,,,,None,3219,n !õ/o n o ~ ( - ),?,"['n', '!õ/o', 'n', 'o', '~']"
Yaminahua-nest-1,,Yaminahua,nest,naa,naa,n a a,None,Key2021,5276,,,,None,7734,n a - a,?,"['n', 'a', 'a']"
Yaminahua-bird-1,,Yaminahua,bird,pɨi-ya,pɨi-ya,p ɨ i + j a,None,Key2021,1403,,,,None,1640 914,p ɨ ( - i ) + j a,fly ?,"['p', 'ɨ', 'i', '+', 'j', 'a']"
Yaminahua-hawk-1,,Yaminahua,hawk,tɨtɨ,tɨtɨ,t ɨ t ɨ,None,Key2021,4400,,,,None,5435,t ɨ t ɨ,?,"['t', 'ɨ', 't', 'ɨ']"
Yaminahua-vulture-1,,Yaminahua,vulture,išpi,išpi,i ʃ p i,None,Key2021,4049,,,,None,447,i ʃ p i,?,"['i', 'ʃ', 'p', 'i']"
Yaminahua-bat-1,,Yaminahua,bat,kaši,kaši,k a ʃ i,None,Key2021,4319,,,,None,516,k a ʃ i ( - - ),?,"['k', 'a', 'ʃ', 'i']"
Yaminahua-parrot-1,,Yaminahua,parrot,βaβa,βaβa,β a β a,None,Key2021,5481,,,,None,8279,β a β a,?,"['β', 'a', 'β', 'a']"
Yaminahua-owl-1,,Yaminahua,owl,popo,popo,p o p o,None,Key2021,5455,,,,None,8195,p o p o,owl,"['p', 'o', 'p', 'o']"
Yaminahua-dog-1,,Yaminahua,dog,paṣ̌ta,paṣ̌ta,p a ʂ t a,None,Key2021,2699,,,,None,3029,p a ʂ t a,?,"['p', 'a', 'ʂ', 't', 'a']"
Yaminahua-cat-1,,Yaminahua,cat,mĩšito,mĩšito,m !ĩ/i ʃ i t o,None,Key2021,1325,,,,Quechua,1553,m !ĩ/i ʃ i t o,Q_cat,"['m', '!ĩ/i', 'ʃ', 'i', 't', 'o']"
Yaminahua-fish-1,,Yaminahua,fish,βoɨ,βoɨ,β o ɨ,None,Key2021,3953,,,,None,4264,β o ɨ,?,"['β', 'o', 'ɨ']"
Yaminahua-deer-1,,Yaminahua,deer,čaṣ̌o,čaṣ̌o,tʃ a ʂ o,None,Key2021,2548,,,,None,2859,tʃ a ʂ o,?,"['tʃ', 'a', 'ʂ', 'o']"
Yaminahua-louse-1,,Yaminahua,louse,ia,ia,i a,None,Key2021,4931,,,,None,6879,- i ( - ) a,?,"['i', 'a']"
Yaminahua-ant-1,,Yaminahua,ant,ɨɨ,ɨɨ,ɨ ɨ,None,Key2021,5587,,,,None,86,ɨ ɨ,?,"['ɨ', 'ɨ']"
Yaminahua-spider-1,,Yaminahua,spider,šinãčoko,šinãčoko,ʃ i n a ~ tʃ o k o,None,Key2021,186,,,,None,10659,ʃ i n a ~ ( tʃ o k o ),?,"['ʃ', 'i', 'n', 'a', '~', 'tʃ', 'o', 'k', 'o']"
Yaminahua-bee-1,,Yaminahua,bee,ṣ̌ara βina,ṣ̌ara βina,ʂ a r a + β i n a,None,Key2021,4512,,,,None,5748 617,ʂ a r a + β i n a,bee wasp,"['ʂ', 'a', 'r', 'a', '+', 'β', 'i', 'n', 'a']"
Yaminahua-wasp-1,,Yaminahua,wasp,βina,βina,β i n a,None,Key2021,4663,,,,None,617,β i n a,wasp,"['β', 'i', 'n', 'a']"
Yaminahua-flyinsect-1,,Yaminahua,flyinsect,nãpɨ,nãpɨ,n !ã/a p ɨ,None,Key2021,4227,,,,None,497,n !ã/a p ɨ,?,"['n', '!ã/a', 'p', 'ɨ']"
Yaminahua-mosquito-1,,Yaminahua,mosquito,βĩi,βĩi,β !ĩ/i i,None,Key2021,5135,,,,None,7322,β !ĩ/i i ( - ),?,"['β', '!ĩ/i', 'i']"
Yaminahua-worm-1,,Yaminahua,worm,nõi,nõi,n !õ/o i,None,Key2021,976,,,,None,12943,n !õ/o - i - ( - ),?,"['n', '!õ/o', 'i']"
Yaminahua-snake-1,,Yaminahua,snake,rono,rono,r o n o,None,Key2021,113,,,,None,10442,r o n o,?,"['r', 'o', 'n', 'o']"
Yaminahua-butterfly-1,,Yaminahua,butterfly,kaβaβɨna,kaβaβɨna,k a β a β ɨ n a,None,Key2021,1310,,,,None,1539,k a β a β ɨ n a,?,"['k', 'a', 'β', 'a', 'β', 'ɨ', 'n', 'a']"
Yaminahua-snail-1,,Yaminahua,snail,sãka,sãka,s !ã/a k a,None,Key2021,4347,,,,None,525,s !ã/a k a,?,"['s', '!ã/a', 'k', 'a']"
Yaminahua-snail-2,,Yaminahua,snail,nočo,nočo,n o tʃ o,None,Key2021,108,,,,None,10418,n o tʃ o ( - - ),?,"['n', 'o', 'tʃ', 'o']"
Yaminahua-snail-3,,Yaminahua,snail,nopoṣ̌,nopoṣ̌,n o p o ʂ,None,Key2021,4308,,,,None,513,n o p o ʂ,?,"['n', 'o', 'p', 'o', 'ʂ']"
Yaminahua-snail-4,,Yaminahua,snail,βõto,βõto,β !õ/o t o,None,Key2021,4299,,,,None,511,β !õ/o t o ( - - ),?,"['β', '!õ/o', 't', 'o']"
Yaminahua-frog-1,,Yaminahua,frog,toa,toa,t o a,None,Key2021,4139,,,,None,4764,t o ( - ) a ( - ),?,"['t', 'o', 'a']"
Yaminahua-lizard-1,,Yaminahua,lizard,ṣ̌ɨkɨ,ṣ̌ɨkɨ,ʂ ɨ k ɨ,None,Key2021,4849,,,,None,6771,ʂ ɨ k ɨ -,?,"['ʂ', 'ɨ', 'k', 'ɨ']"
Yaminahua-turtle-1,,Yaminahua,turtle,ṣ̌aβɨ,ṣ̌aβɨ,ʂ a β ɨ,None,Key2021,667,,,,None,12069,ʂ a β ɨ,turtle,"['ʂ', 'a', 'β', 'ɨ']"
Yaminahua-turtle-2,,Yaminahua,turtle,nɨsa,nɨsa,n ɨ s a,None,Key2021,671,,,,None,12072,n ɨ s a,?,"['n', 'ɨ', 's', 'a']"
Yaminahua-turtle-3,,Yaminahua,turtle,kimi,kimi,k i m i,None,Key2021,675,,,,None,12076,k i - m i -,?,"['k', 'i', 'm', 'i']"
Yaminahua-turtle-4,,Yaminahua,turtle,nɨṣ̌o,nɨṣ̌o,n ɨ ʂ o,None,Key2021,671,,,,None,12072,n ɨ ʂ o,?,"['n', 'ɨ', 'ʂ', 'o']"
Yaminahua-body-1,,Yaminahua,body,yora,yora,j o r a,None,Key2021,394,,,,None,1120,j o r a,body,"['j', 'o', 'r', 'a']"
Yaminahua-skin-1,,Yaminahua,skin,βiči,βiči,β i tʃ i,None,Key2021,4077,,,,None,454,β i tʃ i,skin,"['β', 'i', 'tʃ', 'i']"
Yaminahua-hairhead-1,,Yaminahua,hairhead,βoo,βoo,β o o,None,Key2021,5073,,,,None,715,β o o,head/hair,"['β', 'o', 'o']"
Yaminahua-beard-1,,Yaminahua,beard,kɨṣ̌tɨ,kɨṣ̌tɨ,k ɨ + ʂ t ɨ,None,Key2021,5053,,,,None,710 893,k ɨ + ʂ t ɨ,mouth_prefix ?,"['k', 'ɨ', '+', 'ʂ', 't', 'ɨ']"
Yaminahua-hairbody-1,,Yaminahua,hairbody,rani,rani,r a n i,None,Key2021,5020,,,,None,708,r a n i,hair,"['r', 'a', 'n', 'i']"
Yaminahua-blood-1,,Yaminahua,blood,imi,imi,i m i,None,Key2021,75,,,,None,1031,- i m i ( - ),blood,"['i', 'm', 'i']"
Yaminahua-bone-1,,Yaminahua,bone,ṣ̌ao,ṣ̌ao,ʂ a o,None,Key2021,536,,,,None,1163,ʂ a ( - - ) o,bone,"['ʂ', 'a', 'o']"
Yaminahua-rib-1,,Yaminahua,rib,piši,piši,p i ʃ i,None,Key2021,5731,,,,None,9009,p i ʃ i,side/rib,"['p', 'i', 'ʃ', 'i']"
Yaminahua-hornanatomy-1,,Yaminahua,hornanatomy,mãṣ̌o,mãṣ̌o,m a + ~ ʂ o,None,Key2021,5002,,,,None,707 2715,m a + ( ~ ) ʂ o ( - ),:head ?,"['m', 'a', '+', '~', 'ʂ', 'o']"
Yaminahua-tail-1,,Yaminahua,tail,tɨnɨ,tɨnɨ,t ɨ n ɨ,None,Key2021,418,,,,None,11278,t ɨ n ɨ,?,"['t', 'ɨ', 'n', 'ɨ']"
Yaminahua-back-1,,Yaminahua,back,piči,piči,p i + tʃ i,None,Key2021,4452,,,,None,561 621,p i + tʃ i,back back/behind,"['p', 'i', '+', 'tʃ', 'i']"
Yaminahua-head-1,,Yaminahua,head,mapo,mapo,m a + p o,None,Key2021,5005,,,,None,707 3159,m a + p o,:head head/brain,"['m', 'a', '+', 'p', 'o']"
Yaminahua-brain-1,,Yaminahua,brain,mapo nãti,mapo nãti,m a + p o + n !ã/a t i,None,Key2021,5007,,,,None,707 3159 1244,m a + p o + n !ã/a t i,:head head/brain ?,"['m', 'a', '+', 'p', 'o', '+', 'n', '!ã/a', 't', 'i']"
Yaminahua-face-1,,Yaminahua,face,βɨ̃-mãnã,βɨ̃-mãnã,β !ɨ̃/ɨ + m !ã/a n a ~,None,Key2021,4890,,,,None,681 714,β !ɨ̃/ɨ + m !ã/a n a ~,eye/round face,"['β', '!ɨ̃/ɨ', '+', 'm', '!ã/a', 'n', 'a', '~']"
Yaminahua-forehead-1,,Yaminahua,forehead,βi-špi,βi-špi,β i + ʃ p i,None,Key2021,5393,,,,None,805 671,β i + ʃ p i,head eyebrow,"['β', 'i', '+', 'ʃ', 'p', 'i']"
Yaminahua-jaw-1,,Yaminahua,jaw,kõti ṣ̌ao,kõti ṣ̌ao,k !õ/o + t i + ʂ a o,None,Key2021,5162,,,,None,737 547 1163,k !õ/o ( - ) + t i + ʂ a ( - - ) o,jaw _:n_rel/instr bone,"['k', '!õ/o', '+', 't', 'i', '+', 'ʂ', 'a', 'o']"
Yaminahua-cheek-1,,Yaminahua,cheek,tamo,tamo,t a m o,None,Key2021,5060,,,,None,712,t a m o,cheek,"['t', 'a', 'm', 'o']"
Yaminahua-eye-1,,Yaminahua,eye,βɨ-ro,βɨ-ro,β ɨ + r o,None,Key2021,4877,,,,None,681 608,β ɨ + r o,eye/round eye,"['β', 'ɨ', '+', 'r', 'o']"
Yaminahua-eyebrow-1,,Yaminahua,eyebrow,βišpi ṣ̌ani,βišpi ṣ̌ani,β i + ʃ p i + ʂ a n i,None,Key2021,5394,,,,None,805 671 739,β i + ʃ p i + ʂ a n i,head eyebrow hair,"['β', 'i', '+', 'ʃ', 'p', 'i', '+', 'ʂ', 'a', 'n', 'i']"
Yaminahua-eyelash-1,,Yaminahua,eyelash,βɨro kɨčo ṣ̌ani,βɨro kɨčo ṣ̌ani,β ɨ + r o + k ɨ + tʃ o + ʂ a n i,None,Key2021,4882,,,,None,681 608 710 644 739,β ɨ + r o + k ɨ + tʃ o + ʂ a n i,eye/round eye mouth_prefix ? hair,"['β', 'ɨ', '+', 'r', 'o', '+', 'k', 'ɨ', '+', 'tʃ', 'o', '+', 'ʂ', 'a', 'n', 'i']"
Yaminahua-ear-1,,Yaminahua,ear,pačo,pačo,p a tʃ o,None,Key2021,2962,,,,None,3285,p a tʃ o,?,"['p', 'a', 'tʃ', 'o']"
Yaminahua-nose-1,,Yaminahua,nose,rɨ-čoko,rɨ-čoko,r ɨ + tʃ o k o,None,Key2021,3208,,,,None,3533 874,r ɨ + tʃ o k o,nose_prefix nose,"['r', 'ɨ', '+', 'tʃ', 'o', 'k', 'o']"
Yaminahua-nasalmucussnot-1,,Yaminahua,nasalmucussnot,rɨ-ṣ̌o,rɨ-ṣ̌o,r ɨ + ʂ o,None,Key2021,3203,,,,None,3533 3926,r ɨ + ʂ o ( - ),nose_prefix mucus,"['r', 'ɨ', '+', 'ʂ', 'o']"
Yaminahua-mouth-1,,Yaminahua,mouth,aṣ̌βa,aṣ̌βa,a ʂ β a,None,Key2021,5173,,,,None,7405,a ʂ β a,mouth,"['a', 'ʂ', 'β', 'a']"
Yaminahua-lip-1,,Yaminahua,lip,kɨ̃ṣ̌a,kɨ̃ṣ̌a,k !ɨ̃/ɨ + ʂ a,None,Key2021,5049,,,,None,710 866,k !ɨ̃/ɨ + ʂ a,head? lip,"['k', '!ɨ̃/ɨ', '+', 'ʂ', 'a']"
Yaminahua-tongue-1,,Yaminahua,tongue,ana,ana,a n a,None,Key2021,4738,,,,None,645,( - ) - a n a,mouth,"['a', 'n', 'a']"
Yaminahua-tooth-1,,Yaminahua,tooth,piti,piti,p i + t i,None,Key2021,3259,,,,None,3568 547,p i + t i,eat _:n_rel/instr,"['p', 'i', '+', 't', 'i']"
Yaminahua-neck-1,,Yaminahua,neck,tɨṣ̌o,tɨṣ̌o,t ɨ + ʂ o,None,Key2021,4906,,,,None,683 731,t ɨ + ʂ o,neck neck,"['t', 'ɨ', '+', 'ʂ', 'o']"
Yaminahua-throat-1,,Yaminahua,throat,ti-špi,ti-špi,t i + ʃ p i,None,Key2021,4833,,,,None,547 671,t i + ʃ p i,_:n_rel/instr eyebrow,"['t', 'i', '+', 'ʃ', 'p', 'i']"
Yaminahua-shoulder-1,,Yaminahua,shoulder,põ-ti,põ-ti,p !õ/o + t i,None,Key2021,5786,,,,None,915 547,p !õ/o + t i,arm _:n_rel/instr,"['p', '!õ/o', '+', 't', 'i']"
Yaminahua-arm-1,,Yaminahua,arm,põ-ya,põ-ya,p !ó/o + j a,None,Key2021,5794,,,,None,915 1818,p !ó/o + ( - ) j a -,arm arm,"['p', '!ó/o', '+', 'j', 'a']"
Yaminahua-armpit-1,,Yaminahua,armpit,po-čo,po-čo,p o + tʃ o,None,Key2021,5792,,,,None,915 165,p o + tʃ o,arm ?,"['p', 'o', '+', 'tʃ', 'o']"
Yaminahua-elbow-1,,Yaminahua,elbow,po-to-ṣ̌ko,po-to-ṣ̌ko,p o + t o ʂ k o,None,Key2021,5793,,,,None,915 1674,p o + t o ʂ k o ( - ),arm round_bone,"['p', 'o', '+', 't', 'o', 'ʂ', 'k', 'o']"
Yaminahua-hand-1,,Yaminahua,hand,mɨ̃kɨ,mɨ̃kɨ,m !ɨ̃/ɨ + k ɨ,None,Key2021,5927,,,,None,948 949,m !ɨ̃/ɨ + k ɨ -,hand_prefix hand,"['m', '!ɨ̃/ɨ', '+', 'k', 'ɨ']"
Yaminahua-palmofhand-1,,Yaminahua,palmofhand,mɨ̃kɨ nata,mɨ̃kɨ nata,m !ɨ̃/ɨ + k ɨ n + a t a,None,Key2021,5935,,,,None,948 949 976,m !ɨ̃/ɨ + k ɨ n + a t a,hand_prefix hand ?,"['m', '!ɨ̃/ɨ', '+', 'k', 'ɨ', 'n', '+', 'a', 't', 'a']"
Yaminahua-finger-1,,Yaminahua,finger,mɨ-to-ti,mɨ-to-ti,m ɨ + t o t i,None,Key2021,5939,,,,None,948 955,m ɨ + t o t i,hand_prefix finger,"['m', 'ɨ', '+', 't', 'o', 't', 'i']"
Yaminahua-fingernail-1,,Yaminahua,fingernail,mi-c̷is,mi-c̷is,m i + ts i s,None,Key2021,5936,,,,None,948 950,m i + - ts i s -,hand_prefix nail,"['m', 'i', '+', 'ts', 'i', 's']"
Yaminahua-claw-1,,Yaminahua,claw,mi-c̷is čai,mi-c̷is čai,m i + ts i s + tʃ a i,None,Key2021,5937,,,,None,948 950 2036,m i + - ts i s - + tʃ a i,hand_prefix nail ?,"['m', 'i', '+', 'ts', 'i', 's', '+', 'tʃ', 'a', 'i']"
Yaminahua-leg-1,,Yaminahua,leg,kiši čičia,kiši čičia,k i ʃ i + tʃ i + tʃ i a,None,Key2021,6060,,,,None,980 990 1037,k i ʃ i ( - - - ) + tʃ i ( - ) + tʃ i a,leg heel ?,"['k', 'i', 'ʃ', 'i', '+', 'tʃ', 'i', '+', 'tʃ', 'i', 'a']"
Yaminahua-upperlegthigh-1,,Yaminahua,upperlegthigh,kiši,kiši,k i ʃ i,None,Key2021,6058,,,,None,980,k i ʃ i ( - - - ),leg,"['k', 'i', 'ʃ', 'i']"
Yaminahua-knee-1,,Yaminahua,knee,ratoko,ratoko,r a + t o k o,None,Key2021,6129,,,,None,992 991,r a - + t o - k o,knee_prefix round_bone,"['r', 'a', '+', 't', 'o', 'k', 'o']"
Yaminahua-foot-1,,Yaminahua,foot,taɨ,taɨ,t a + ɨ,None,Key2021,6065,,,,None,981 3163,t a + - ɨ,:root foot,"['t', 'a', '+', 'ɨ']"
Yaminahua-heel-1,,Yaminahua,heel,taɨ čičoko,taɨ čičoko,t a + ɨ + tʃ i + tʃ o k o,None,Key2021,6073,,,,None,981 3163 990 991,t a + - ɨ + tʃ i ( - ) + tʃ o k o,foot foot heel knee,"['t', 'a', '+', 'ɨ', '+', 'tʃ', 'i', '+', 'tʃ', 'o', 'k', 'o']"
Yaminahua-footprint-1,,Yaminahua,footprint,taɨ,taɨ,t a + ɨ,None,Key2021,6065,,,,None,981 3163,t a + - ɨ,:root foot,"['t', 'a', '+', 'ɨ']"
Yaminahua-wing-1,,Yaminahua,wing,pɨ-ta,pɨ-ta,p ɨ + t a,None,Key2021,3244,,,,None,355 981,p ɨ + t a,:back_prefix foot,"['p', 'ɨ', '+', 't', 'a']"
Yaminahua-feather-1,,Yaminahua,feather,pɨi,pɨi,p ɨ + i,None,Key2021,3225,,,,None,355 1039,p ɨ + - i,:back_prefix wing,"['p', 'ɨ', '+', 'i']"
Yaminahua-chest-1,,Yaminahua,chest,ṣ̌oči,ṣ̌oči,ʂ o + tʃ i,None,Key2021,177,,,,None,1063 1064,- ʂ o ( - - ) + tʃ i,chest_prefix chest,"['ʂ', 'o', '+', 'tʃ', 'i']"
Yaminahua-breast-1,,Yaminahua,breast,ṣ̌oma,ṣ̌oma,ʂ o + m a,None,Key2021,179,,,,None,1063 1320,- ʂ o ( - - ) + m a,chest_prefix breast,"['ʂ', 'o', '+', 'm', 'a']"
Yaminahua-breast-2,,Yaminahua,breast,čočo,čočo,tʃ o tʃ o,None,Key2021,166,,,,None,1062,tʃ o tʃ o ( - ),chest,"['tʃ', 'o', 'tʃ', 'o']"
Yaminahua-navel-1,,Yaminahua,navel,tokirišpi,tokirišpi,t o k i + r i ʃ p i,None,Key2021,269,,,,None,1085 1087,t o k i + r i ʃ p i,?,"['t', 'o', 'k', 'i', '+', 'r', 'i', 'ʃ', 'p', 'i']"
Yaminahua-heart-1,,Yaminahua,heart,oĩti,oĩti,o i ~ t i,None,Key2021,4414,,,,None,5509,- o i ~ t i,?,"['o', 'i', '~', 't', 'i']"
Yaminahua-lung-1,,Yaminahua,lung,tãṣ̌a,tãṣ̌a,t a ~ + ʂ a,None,Key2021,289,,,,None,1092 1091,t a ~ + ʂ a - ( - - ),intestines lung,"['t', 'a', '~', '+', 'ʂ', 'a']"
Yaminahua-liver-1,,Yaminahua,liver,taka,taka,t a + k a,None,Key2021,290,,,,None,1092 1093,t a - + k a,intestines liver,"['t', 'a', '+', 'k', 'a']"
Yaminahua-kidney-1,,Yaminahua,kidney,sĩo,sĩo,s !ĩ/i o,None,Key2021,375,,,,None,1114,s !ĩ/i o,?,"['s', '!ĩ/i', 'o']"
Yaminahua-stomach-1,,Yaminahua,stomach,ṣ̌aki,ṣ̌aki,ʂ a k i,None,Key2021,387,,,,None,1118,ʂ a k i ( - - - ),stomach,"['ʂ', 'a', 'k', 'i']"
Yaminahua-buttocks-1,,Yaminahua,buttocks,čipa,čipa,tʃ i + p a,None,Key2021,429,,,,None,1130 1131,tʃ i + p a,ass_prefix ass,"['tʃ', 'i', '+', 'p', 'a']"
Yaminahua-testicles-1,,Yaminahua,testicles,oβo,oβo,o β o,None,Key2021,459,,,,None,11389,- o β o,?,"['o', 'β', 'o']"
Yaminahua-penis-1,,Yaminahua,penis,ĩso-ti,ĩso-ti,i ~ s o + t i,None,Key2021,5552,,,,None,8504 547,- i ~ s o - + t i,piss _:n_rel/instr,"['i', '~', 's', 'o', '+', 't', 'i']"
Yaminahua-penis-2,,Yaminahua,penis,βoṣ̌-ki,βoṣ̌-ki,β o ʂ k i,None,Key2021,5507,,,,None,8359,β o ʂ ( k ) i,?,"['β', 'o', 'ʂ', 'k', 'i']"
Yaminahua-cough-1,,Yaminahua,cough,oko-kĩ,oko-kĩ,o k o + k !ĩ/i,None,Key2021,477,,,,None,1144 1186,- o k o + k !ĩ/i,cough _:verbal,"['o', 'k', 'o', '+', 'k', '!ĩ/i']"
Yaminahua-sneeze-1,,Yaminahua,sneeze,ašti ikĩ,ašti ikĩ,a ʃ t i + i k !ĩ/i,None,Key2021,123,,,,None,10466 10470,a ʃ t i + i k !ĩ/i,?,"['a', 'ʃ', 't', 'i', '+', 'i', 'k', '!ĩ/i']"
