ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Borrowing,Partial_Cognacy,Alignment,Morphemes,GroupedSounds
ShipiboConibo-soft-1,,ShipiboConibo,soft,βaka,βaka,β a k a,None,Key2021,3394,,,,None,3688,β a k a,?,"['β', 'a', 'k', 'a']"
ShipiboConibo-soft-2,,ShipiboConibo,soft,wačo,wačo,w a tʃ o,None,Key2021,138,,,,None,10513,w a tʃ o ( - ),?,"['w', 'a', 'tʃ', 'o']"
ShipiboConibo-soft-3,,ShipiboConibo,soft,pači,pači,p a tʃ i,None,Key2021,138,,,,None,10513,p a tʃ i ( - ),?,"['p', 'a', 'tʃ', 'i']"
ShipiboConibo-rough-1,,ShipiboConibo,rough,bɨṣ̌a,bɨṣ̌a,b ɨ ʂ a,None,Key2021,3433,,,,None,3725,b ɨ ʂ a,?,"['b', 'ɨ', 'ʂ', 'a']"
ShipiboConibo-rough-2,,ShipiboConibo,rough,ṣ̌aṣ̌a,ṣ̌aṣ̌a,ʂ a ʂ a,None,Key2021,1274,,,,None,1499,ʂ a ʂ a,scrape,"['ʂ', 'a', 'ʂ', 'a']"
ShipiboConibo-sharp-1,,ShipiboConibo,sharp,kɨ̃-šo,kɨ̃-šo,k !ɨ̃/ɨ + ʃ o,None,Key2021,6027,,,,None,9727 3744,k !ɨ̃/ɨ + ʃ o,?,"['k', '!ɨ̃/ɨ', '+', 'ʃ', 'o']"
ShipiboConibo-heavy-1,,ShipiboConibo,heavy,iwɨ,iwɨ,i w ɨ,None,Key2021,4427,,,,None,5534,( - - ) - i w ɨ,?,"['i', 'w', 'ɨ']"
ShipiboConibo-lightweight-1,,ShipiboConibo,lightweight,ṣ̌apo,ṣ̌apo,ʂ a p o,None,Key2021,2143,,,,None,2419,ʂ a p o,cotton,"['ʂ', 'a', 'p', 'o']"
ShipiboConibo-wet-1,,ShipiboConibo,wet,mɨča-ati,mɨča-ati,m ɨ tʃ a + a t i,None,Key2021,854,,,,None,12580 171,m ɨ tʃ a + a t i,speak,"['m', 'ɨ', 'tʃ', 'a', '+', 'a', 't', 'i']"
ShipiboConibo-dry-1,,ShipiboConibo,dry,c̷osĩti,c̷osĩti,ts o s !ĩ/i + t i,None,Key2021,3497,,,,None,3796 1167,ts o s !ĩ/i + t i,_:verbal,"['ts', 'o', 's', '!ĩ/i', '+', 't', 'i']"
ShipiboConibo-hot-1,,ShipiboConibo,hot,ṣ̌ana,ṣ̌ana,ʂ a n a,None,Key2021,4524,,,,None,5808,ʂ a n a,hot,"['ʂ', 'a', 'n', 'a']"
ShipiboConibo-hot-2,,ShipiboConibo,hot,βari ṣ̌ana-ti,βari ṣ̌ana-ti,β a r i + ʂ a n a + t i,None,Key2021,4289,,,,None,51 5808 1167,β a r i - - + ʂ a n a + t i,sun/moon hot _:verbal,"['β', 'a', 'r', 'i', '+', 'ʂ', 'a', 'n', 'a', '+', 't', 'i']"
ShipiboConibo-cold-1,,ShipiboConibo,cold,mac̷i,mac̷i,m a ts i,None,Key2021,1918,,,,None,2191,m a ts i,cold,"['m', 'a', 'ts', 'i']"
ShipiboConibo-clean-1,,ShipiboConibo,clean,kɨrasma,kɨrasma,k ɨ r a s + m a,None,Key2021,1800,,,,None,2072 809,k ɨ r a s + m a,dirty neg,"['k', 'ɨ', 'r', 'a', 's', '+', 'm', 'a']"
ShipiboConibo-dirty-1,,ShipiboConibo,dirty,ošta,ošta,o ʃ t a,None,Key2021,3538,,,,None,3830,- o ʃ t a,?,"['o', 'ʃ', 't', 'a']"
ShipiboConibo-wrinkled-1,,ShipiboConibo,wrinkled,čore,čore,tʃ o r e,None,Key2021,3554,,,,None,3844,tʃ o r e,?,"['tʃ', 'o', 'r', 'e']"
ShipiboConibo-wrinkled-2,,ShipiboConibo,wrinkled,sipõ,sipõ,s i p !õ/o,None,Key2021,3557,,,,None,3847,s i p !õ/o,?,"['s', 'i', 'p', '!õ/o']"
ShipiboConibo-soul-1,,ShipiboConibo,soul,kaya,kaya,k a j a,None,Key2021,4202,,,,None,4907,k a j a,soul,"['k', 'a', 'j', 'a']"
ShipiboConibo-soul-2,,ShipiboConibo,soul,yošĩ,yošĩ,j o ʃ i ~,None,Key2021,678,,,,None,1209,j o ʃ i ~,ghost,"['j', 'o', 'ʃ', 'i', '~']"
ShipiboConibo-laugh-1,,ShipiboConibo,laugh,osã-ti,osã-ti,o s !ã/a + t i,None,Key2021,4710,,,,None,6316 1167,( - ) o s !ã/a + t i,_:verbal,"['o', 's', '!ã/a', '+', 't', 'i']"
ShipiboConibo-play-1,,ShipiboConibo,play,c̷initi,c̷initi,ts i n i + t i,None,Key2021,3582,,,,None,3872 1167,ts i n i + t i,_:verbal,"['ts', 'i', 'n', 'i', '+', 't', 'i']"
ShipiboConibo-love-1,,ShipiboConibo,love,noi-ti,noi-ti,n o i + t i,None,Key2021,4940,,,,None,6908 1167,n o i + t i,love _:verbal,"['n', 'o', 'i', '+', 't', 'i']"
ShipiboConibo-love-2,,ShipiboConibo,love,kɨɨ̃ti,kɨɨ̃ti,k ɨ ɨ ~ + t i,None,Key2021,788,,,,None,12394 1167,k ɨ ɨ ~ + t i,want _:verbal,"['k', 'ɨ', 'ɨ', '~', '+', 't', 'i']"
ShipiboConibo-embrace-1,,ShipiboConibo,embrace,ikoti,ikoti,i k o + t i,None,Key2021,3088,,,,None,3419 1167,- i k o + t i,_:verbal,"['i', 'k', 'o', '+', 't', 'i']"
ShipiboConibo-pain-1,,ShipiboConibo,pain,čɨṣ̌a,čɨṣ̌a,tʃ ɨ ʂ a,None,Key2021,3600,,,,None,3893,tʃ ɨ ʂ a,pain,"['tʃ', 'ɨ', 'ʂ', 'a']"
ShipiboConibo-cry-1,,ShipiboConibo,cry,wini-ti,wini-ti,w i n i + t i,None,Key2021,3630,,,,None,3919 1167,w i n ( i ) + t i,_:verbal,"['w', 'i', 'n', 'i', '+', 't', 'i']"
ShipiboConibo-cry-2,,ShipiboConibo,cry,βɨõ-ti,βɨõ-ti,β ɨ !õ/o + t i,None,Key2021,3625,,,,None,3915 1167,β ɨ !õ/o + t i,_:verbal,"['β', 'ɨ', '!õ/o', '+', 't', 'i']"
ShipiboConibo-tearofeye-1,,ShipiboConibo,tearofeye,βɨõ-ti,βɨõ-ti,β ɨ + o ~ + t i,None,Key2021,4875,,,,None,681 3921 1167,β ɨ + - o ~ ( - ) + t i,eye/round ? _:verbal,"['β', 'ɨ', '+', 'o', '~', '+', 't', 'i']"
ShipiboConibo-fearfright-1,,ShipiboConibo,fearfright,rakɨ-ati,rakɨ-ati,r a k ɨ + a t i,None,Key2021,3609,,,,None,3901 171,r a k ɨ ( - ) + a t i,speak,"['r', 'a', 'k', 'ɨ', '+', 'a', 't', 'i']"
ShipiboConibo-fearfright-2,,ShipiboConibo,fearfright,ratɨ-,ratɨ-,r a t ɨ,None,Key2021,3635,,,,None,3923,r a t ɨ,fear,"['r', 'a', 't', 'ɨ']"
ShipiboConibo-want-1,,ShipiboConibo,want,kɨɨ̃,kɨɨ̃,k ɨ ɨ ~,None,Key2021,788,,,,None,12394,k ɨ ɨ ~,want,"['k', 'ɨ', 'ɨ', '~']"
ShipiboConibo-choose-1,,ShipiboConibo,choose,katoti,katoti,k a t o + t i,None,Key2021,1744,,,,None,2009 1167,k a t o - + t i,_:verbal,"['k', 'a', 't', 'o', '+', 't', 'i']"
ShipiboConibo-true-1,,ShipiboConibo,true,ikõ,ikõ,i k o ~,None,Key2021,3659,,,,None,3955,i k o ~,?,"['i', 'k', 'o', '~']"
ShipiboConibo-true-2,,ShipiboConibo,true,kikini,kikini,k i + k i n i,None,Key2021,3658,,,,None,3952 3953,k i + k i n i,true ?,"['k', 'i', '+', 'k', 'i', 'n', 'i']"
ShipiboConibo-liemislead-1,,ShipiboConibo,liemislead,hãsoti,hãsoti,h !ã/a s o + t i,None,Key2021,3695,,,,None,3981 1167,h !ã/a s o + t i,_:verbal,"['h', '!ã/a', 's', 'o', '+', 't', 'i']"
ShipiboConibo-good-1,,ShipiboConibo,good,hakõ,hakõ,h a k !õ/o,None,Key2021,3697,,,,None,3984,h a k !õ/o,good,"['h', 'a', 'k', '!õ/o']"
ShipiboConibo-good-2,,ShipiboConibo,good,hɨɨ,hɨɨ,h !ɨɨ/ɨ,None,Key2021,4313,,,,None,5139,h !ɨɨ/ɨ,?,"['h', '!ɨɨ/ɨ']"
ShipiboConibo-bad-1,,ShipiboConibo,bad,hakoma,hakoma,h a k o + m a,None,Key2021,3698,,,,None,3984 809,h a k o + m a,good neg,"['h', 'a', 'k', 'o', '+', 'm', 'a']"
ShipiboConibo-thinkreflect-1,,ShipiboConibo,thinkreflect,šinã-ti,šinã-ti,ʃ i n a ~ + t i,None,Key2021,3171,,,,None,351 1167,ʃ i n a ~ + t i,think/remember _:verbal,"['ʃ', 'i', 'n', 'a', '~', '+', 't', 'i']"
ShipiboConibo-knowsomething-1,,ShipiboConibo,knowsomething,onãti,onãti,o n a ~ + t i,None,Key2021,4681,,,,None,6238 1167,o n a ~ + t i,_:verbal,"['o', 'n', 'a', '~', '+', 't', 'i']"
ShipiboConibo-remember-1,,ShipiboConibo,remember,šinãti,šinãti,ʃ i n a ~ + t i,None,Key2021,3171,,,,None,351 1167,ʃ i n a ~ + t i,think/remember _:verbal,"['ʃ', 'i', 'n', 'a', '~', '+', 't', 'i']"
ShipiboConibo-forget-1,,ShipiboConibo,forget,βɨno-ti,βɨno-ti,β ɨ n o + t i,None,Key2021,3191,,,,None,352 1167,β ɨ n o + t i,marry/forget _:verbal,"['β', 'ɨ', 'n', 'o', '+', 't', 'i']"
ShipiboConibo-because-1,,ShipiboConibo,because,kopi,kopi,k o p i,None,Key2021,4794,,,,None,660,k o p i,?,"['k', 'o', 'p', 'i']"
ShipiboConibo-yes-1,,ShipiboConibo,yes,ɨ̃hɨ̃,ɨ̃hɨ̃,!ɨ̃/ɨ h ɨ ~,None,Key2021,1042,,,,None,13103,!ɨ̃/ɨ h ɨ ~,?,"['!ɨ̃/ɨ', 'h', 'ɨ', '~']"
ShipiboConibo-yes-2,,ShipiboConibo,yes,iki,iki,i k i,None,Key2021,1793,,,,None,2066,- i k i -,?,"['i', 'k', 'i']"
ShipiboConibo-no-1,,ShipiboConibo,no,-ma,-ma,m a,None,Key2021,5419,,,,None,809,m a,neg,"['m', 'a']"
ShipiboConibo-no-2,,ShipiboConibo,no,-yama,-yama,j a m a,None,Key2021,5317,,,,None,7820,j a m a,neg,"['j', 'a', 'm', 'a']"
ShipiboConibo-how-1,,ShipiboConibo,how,hawɨ-kɨska,hawɨ-kɨska,h a w ɨ + k ɨ s k a,None,Key2021,863,,,,None,12611 3818,h a w ɨ + k ɨ s k a,thing ?,"['h', 'a', 'w', 'ɨ', '+', 'k', 'ɨ', 's', 'k', 'a']"
ShipiboConibo-what-1,,ShipiboConibo,what,hawɨ,hawɨ,h a w ɨ,None,Key2021,861,,,,None,12611,h a w ɨ,thing,"['h', 'a', 'w', 'ɨ']"
ShipiboConibo-when-1,,ShipiboConibo,when,-aitiã,-aitiã,a i + t i a ~,None,Key2021,3831,,,,None,4126 4128,( - ) a i + t i a ~,what ?,"['a', 'i', '+', 't', 'i', 'a', '~']"
ShipiboConibo-when-2,,ShipiboConibo,when,-kɨtiã,-kɨtiã,k ɨ t i !ã/a,None,Key2021,3841,,,,None,4137,k ɨ t i !ã/a,?,"['k', 'ɨ', 't', 'i', '!ã/a']"
ShipiboConibo-where-1,,ShipiboConibo,where,hawɨ-rano,hawɨ-rano,h a w ɨ + r a n o,None,Key2021,867,,,,None,12611 4164,h a w ɨ + r a n o,thing ?,"['h', 'a', 'w', 'ɨ', '+', 'r', 'a', 'n', 'o']"
ShipiboConibo-who-1,,ShipiboConibo,who,c̷oa,c̷oa,ts o a,None,Key2021,917,,,,None,12747,ts o - a ( - ),?,"['ts', 'o', 'a']"
ShipiboConibo-sing-1,,ShipiboConibo,sing,βɨwa,βɨwa,β ɨ w a,None,Key2021,3560,,,,None,3849,β ɨ w a ( - - - - - - - - ),?,"['β', 'ɨ', 'w', 'a']"
ShipiboConibo-shout-1,,ShipiboConibo,shout,saiiti,saiiti,s a i + i t i,None,Key2021,6139,,,,None,9943 4187,s a i + i t i,?,"['s', 'a', 'i', '+', 'i', 't', 'i']"
ShipiboConibo-whistle-1,,ShipiboConibo,whistle,"ṣ̌oõ iti,  ṣ̌õṣ̌ĩ iti",ṣ̌oõ iti,ʂ o !õ/o + i t i,None,Key2021,3898,,,,None,4209 152,ʂ o !õ/o + i t i,say,"['ʂ', 'o', '!õ/o', '+', 'i', 't', 'i']"
ShipiboConibo-whistle-2,,ShipiboConibo,whistle,wisati,wisati,w i s a + t i,None,Key2021,904,,,,None,12702 1167,w i s a + t i,_:verbal,"['w', 'i', 's', 'a', '+', 't', 'i']"
ShipiboConibo-speak-1,,ShipiboConibo,speak,ati,ati,a t i,None,Key2021,1457,,,,None,171,a t i,speak,"['a', 't', 'i']"
ShipiboConibo-say-1,,ShipiboConibo,say,ati,ati,a t i,None,Key2021,1457,,,,None,171,a t i,speak,"['a', 't', 'i']"
ShipiboConibo-say-2,,ShipiboConibo,say,iti,iti,i t i,None,Key2021,1289,,,,None,152,i t i,say,"['i', 't', 'i']"
ShipiboConibo-say-3,,ShipiboConibo,say,yoi-ti,yoi-ti,j o i + t i,None,Key2021,5880,,,,None,9417 1167,j o - i + t i,_:verbal,"['j', 'o', 'i', '+', 't', 'i']"
ShipiboConibo-besilent-1,,ShipiboConibo,besilent,nɨtɨti,nɨtɨti,n ɨ t ɨ + t i,None,Key2021,1772,,,,None,204 1167,n ɨ t ɨ + t i,day _:verbal,"['n', 'ɨ', 't', 'ɨ', '+', 't', 'i']"
ShipiboConibo-language-1,,ShipiboConibo,language,hoi,hoi,h o i,None,Key2021,4694,,,,None,6287,h o - i,language,"['h', 'o', 'i']"
ShipiboConibo-name-1,,ShipiboConibo,name,hanɨ,hanɨ,h a n ɨ,None,Key2021,5217,,,,None,7534,h a n ɨ,name,"['h', 'a', 'n', 'ɨ']"
ShipiboConibo-askinquire-1,,ShipiboConibo,askinquire,yoka-ti,yoka-ti,j o k a + t i,None,Key2021,2406,,,,None,271 1167,j o k a + t i,ask _:verbal,"['j', 'o', 'k', 'a', '+', 't', 'i']"
ShipiboConibo-askinquire-2,,ShipiboConibo,askinquire,pirikõta ati,pirikõta ati,p i r i k !õ/o t a + a t i,None,Key2021,3344,,,,None,3633 171,p i r i k !õ/o t a + a t i,speak,"['p', 'i', 'r', 'i', 'k', '!õ/o', 't', 'a', '+', 'a', 't', 'i']"
ShipiboConibo-askrequest-1,,ShipiboConibo,askrequest,yoka-ti,yoka-ti,j o k a + t i,None,Key2021,2406,,,,None,271 1167,j o k a + t i,ask _:verbal,"['j', 'o', 'k', 'a', '+', 't', 'i']"
ShipiboConibo-call-1,,ShipiboConibo,call,kɨna-ti,kɨna-ti,k ɨ n a + t i,None,Key2021,1379,,,,None,1613 1167,k ɨ n a + t i,call _:verbal,"['k', 'ɨ', 'n', 'a', '+', 't', 'i']"
ShipiboConibo-write-1,,ShipiboConibo,write,wišati,wišati,w i ʃ a + t i,None,Key2021,1020,,,,None,13024 1167,w i ʃ a + t i,_:verbal,"['w', 'i', 'ʃ', 'a', '+', 't', 'i']"
ShipiboConibo-flute-1,,ShipiboConibo,flute,kina,kina,k i n a,None,Key2021,4034,,,,None,4428,k i n a,?,"['k', 'i', 'n', 'a']"
ShipiboConibo-drum-1,,ShipiboConibo,drum,tãpora,tãpora,t !ã/a p o r a,None,Key2021,2554,,,,spanish,2865,t !ã/a p o r a,ESP_tambor,"['t', '!ã/a', 'p', 'o', 'r', 'a']"
ShipiboConibo-drum-2,,ShipiboConibo,drum,βõpo,βõpo,β !õ/o p o,None,Key2021,2834,,,,None,3157,β !õ/o p o,?,"['β', '!õ/o', 'p', 'o']"
ShipiboConibo-chieftain-1,,ShipiboConibo,chieftain,koraka,koraka,k o r a k a,None,Key2021,5120,,,,None,726,k o r a k a,?,"['k', 'o', 'r', 'a', 'k', 'a']"
ShipiboConibo-chieftain-2,,ShipiboConibo,chieftain,apo,apo,a p o,None,Key2021,1672,,,,None,1923,- a p o,?,"['a', 'p', 'o']"
ShipiboConibo-chieftain-3,,ShipiboConibo,chieftain,koši,koši,k o ʃ i,None,Key2021,5079,,,,None,7180,k o ʃ i,strong,"['k', 'o', 'ʃ', 'i']"
ShipiboConibo-friend-1,,ShipiboConibo,friend,rarɨβokɨska,rarɨβokɨska,r a r ɨ + β o k ɨ + s k a,None,Key2021,3929,,,,None,4241 4741 4242,r a r ɨ + β o k ɨ + s k a,?,"['r', 'a', 'r', 'ɨ', '+', 'β', 'o', 'k', 'ɨ', '+', 's', 'k', 'a']"
ShipiboConibo-friend-2,,ShipiboConibo,friend,raɨnanai,raɨnanai,r a ɨ + n a n a i,None,Key2021,3314,,,,None,3601 3603,r a ɨ + n a n a i,?,"['r', 'a', 'ɨ', '+', 'n', 'a', 'n', 'a', 'i']"
ShipiboConibo-help-1,,ShipiboConibo,help,akĩti,akĩti,a k !ĩ/i + t i,None,Key2021,4437,,,,None,5595 1167,- a k !ĩ/i + t i,_:verbal,"['a', 'k', '!ĩ/i', '+', 't', 'i']"
ShipiboConibo-help-2,,ShipiboConibo,help,kĩ,kĩ,k !ĩ/i,None,Key2021,4443,,,,None,5605,k !ĩ/i,help,"['k', '!ĩ/i']"
ShipiboConibo-meet-1,,ShipiboConibo,meet,nokoti,nokoti,n o k o + t i,None,Key2021,571,,,,None,1173 1167,n o k o + t i,meet/arrive _:verbal,"['n', 'o', 'k', 'o', '+', 't', 'i']"
ShipiboConibo-fight-1,,ShipiboConibo,fight,rɨtɨti,rɨtɨti,r ɨ t ɨ + t i,None,Key2021,4653,,,,None,6153 1167,r ɨ t ɨ + t i,kill _:verbal,"['r', 'ɨ', 't', 'ɨ', '+', 't', 'i']"
ShipiboConibo-fight-2,,ShipiboConibo,fight,sina,sina,s i n a,None,Key2021,26,,,,None,1009,s i n a ( - - - ),right,"['s', 'i', 'n', 'a']"
ShipiboConibo-bow-1,,ShipiboConibo,bow,ka-noti,ka-noti,k a + n o t i,None,Key2021,1820,,,,None,208 716,k a + n o t i,:back-prefix ?,"['k', 'a', '+', 'n', 'o', 't', 'i']"
ShipiboConibo-arrow-1,,ShipiboConibo,arrow,pia,pia,p i a,None,Key2021,1840,,,,None,211,p i - a ( - - - - - - ),?,"['p', 'i', 'a']"
ShipiboConibo-hunt-1,,ShipiboConibo,hunt,yomɨra-ti,yomɨra-ti,j o m ɨ r a + t i,None,Key2021,4575,,,,None,5910 1167,j o m ɨ r a + t i,hunt _:verbal,"['j', 'o', 'm', 'ɨ', 'r', 'a', '+', 't', 'i']"
ShipiboConibo-hunt-2,,ShipiboConibo,hunt,mɨča,mɨča,m ɨ tʃ a,None,Key2021,3266,,,,None,3573,m ɨ tʃ a,?,"['m', 'ɨ', 'tʃ', 'a']"
ShipiboConibo-shoot-1,,ShipiboConibo,shoot,tooati,tooati,t o o a + t i,None,Key2021,6098,,,,None,9867 1167,t o ( o a ) + t i,_:verbal,"['t', 'o', 'o', 'a', '+', 't', 'i']"
ShipiboConibo-steal-1,,ShipiboConibo,steal,yo-mɨ-c̷o-ti,yo-mɨ-c̷o-ti,j o m ɨ ts o + t i,None,Key2021,296,,,,None,10933 1167,j o m ɨ ts o + t i,_:verbal,"['j', 'o', 'm', 'ɨ', 'ts', 'o', '+', 't', 'i']"
ShipiboConibo-demon-1,,ShipiboConibo,demon,yošĩ,yošĩ,j o ʃ i ~,None,Key2021,678,,,,None,1209,j o ʃ i ~,ghost,"['j', 'o', 'ʃ', 'i', '~']"
Yaminahua-earthsoil-1,,Yaminahua,earthsoil,mai,mai,m a i,None,Key2021,2801,,,,None,314,m a ( - ) i,earth,"['m', 'a', 'i']"
Yaminahua-dust-1,,Yaminahua,dust,mapo,mapo,m a p o,None,Key2021,2082,,,,None,237,m a p o,dust,"['m', 'a', 'p', 'o']"
Yaminahua-mud-1,,Yaminahua,mud,mɨβɨ,mɨβɨ,m ɨ β ɨ,None,Key2021,1928,,,,None,22,m ɨ β ɨ,?,"['m', 'ɨ', 'β', 'ɨ']"
Yaminahua-sand-1,,Yaminahua,sand,maši,maši,m a ʃ i,None,Key2021,2927,,,,None,3249,m a ʃ i,dust,"['m', 'a', 'ʃ', 'i']"
Yaminahua-plain-1,,Yaminahua,plain,mai mĩspa,mai mĩspa,m a i + m !ĩ/i s p a,None,Key2021,2806,,,,None,314 24,m a ( - ) i + m !ĩ/i s p a,earth ?,"['m', 'a', 'i', '+', 'm', '!ĩ/i', 's', 'p', 'a']"
Yaminahua-water-1,,Yaminahua,water,βaka,βaka,β a k a,None,Key2021,253,,,,None,10825,β a k a,spring,"['β', 'a', 'k', 'a']"
Yaminahua-lake-1,,Yaminahua,lake,ĩa,ĩa,!ĩ/i a,None,Key2021,4690,,,,None,6267,- !ĩ/i a - ( - ),lake,"['!ĩ/i', 'a']"
Yaminahua-springorwell-1,,Yaminahua,springorwell,βaka poyo poyo iki,βaka poyo poyo iki,β a k a + p o j o + p o j o + i k i,None,Key2021,254,,,,None,10825 10831 10831 10833,β a k a + p o j o + p o j o + i k i,spring ? ? ?,"['β', 'a', 'k', 'a', '+', 'p', 'o', 'j', 'o', '+', 'p', 'o', 'j', 'o', '+', 'i', 'k', 'i']"
Yaminahua-forest-1,,Yaminahua,forest,nii,nii,n i i,None,Key2021,4107,,,,None,4673,n i - i,forest,"['n', 'i', 'i']"
Yaminahua-sky-1,,Yaminahua,sky,nai,nai,n a i,None,Key2021,1241,,,,None,147,n a ( - ) i,sky,"['n', 'a', 'i']"
Yaminahua-sun-1,,Yaminahua,sun,ṣ̌ini,ṣ̌ini,ʂ i n i,None,Key2021,380,,,,None,11158,ʂ i n i,year,"['ʂ', 'i', 'n', 'i']"
Yaminahua-moon-1,,Yaminahua,moon,oṣ̌ɨ,oṣ̌ɨ,o ʂ ɨ,None,Key2021,5123,,,,None,7274,- o ʂ ( - ) ɨ,moon,"['o', 'ʂ', 'ɨ']"
Yaminahua-star-1,,Yaminahua,star,išti βɨro,išti βɨro,i ʃ t i + β ɨ r o,None,Key2021,1477,,,,None,173 2029,- i ʃ t i + i ʃ t i ),star,"['i', 'ʃ', 't', 'i', '+', 'β', 'ɨ', 'r', 'o']"
Yaminahua-star-2,,Yaminahua,star,βiši,βiši,β i ʃ i,None,Key2021,1477,,,,None,173,β i ʃ - i,star,"['β', 'i', 'ʃ', 'i']"
Yaminahua-lightning-1,,Yaminahua,lightning,kana pɨiša iki,kana pɨiša iki,k a n a + p ɨ i ʃ a + i k i,None,Key2021,4824,,,,None,6693 57 56,k a n a + p ɨ i ʃ a + i k i,lightning ? ?,"['k', 'a', 'n', 'a', '+', 'p', 'ɨ', 'i', 'ʃ', 'a', '+', 'i', 'k', 'i']"
Yaminahua-thunder-1,,Yaminahua,thunder,nai tiri iki,nai tiri iki,n a i + t i r i + i k i,None,Key2021,1242,,,,None,147 11714 56,n a ( - ) i + t i r i + i k i,sky ? ?,"['n', 'a', 'i', '+', 't', 'i', 'r', 'i', '+', 'i', 'k', 'i']"
Yaminahua-rainbow-1,,Yaminahua,rainbow,nãβa βai,nãβa βai,n !ã/a β a + β a i,None,Key2021,5671,,,,None,8841 246,n !ã/a β a - + β a - i,path,"['n', '!ã/a', 'β', 'a', '+', 'β', 'a', 'i']"
Yaminahua-lightradiation-1,,Yaminahua,lightradiation,ota,ota,o t a,None,Key2021,6008,,,,None,9654,- o t a,?,"['o', 't', 'a']"
Yaminahua-darkness-1,,Yaminahua,darkness,βakiš,βakiš,β a k i ʃ,None,Key2021,2416,,,,None,2722,β a k i ʃ,dark,"['β', 'a', 'k', 'i', 'ʃ']"
Yaminahua-shade-1,,Yaminahua,shade,mãta tõka,mãta tõka,m !ã/a t a + t !õ/o k a,None,Key2021,1694,,,,None,195 196,m !ã/a t a + t !õ/o k a,?,"['m', '!ã/a', 't', 'a', '+', 't', '!õ/o', 'k', 'a']"
Yaminahua-dew-1,,Yaminahua,dew,niβi,niβi,n i β i,None,Key2021,2586,,,,None,2903,n i β i ( - - ),?,"['n', 'i', 'β', 'i']"
Yaminahua-wind-1,,Yaminahua,wind,nɨβɨ,nɨβɨ,n ɨ β ɨ,None,Key2021,947,,,,None,12832,n ɨ β ɨ,?,"['n', 'ɨ', 'β', 'ɨ']"
Yaminahua-cloud-1,,Yaminahua,cloud,kõi,kõi,k !õ/o i,None,Key2021,687,,,,None,1211,k !õ/o - i -,cloud,"['k', '!õ/o', 'i']"
Yaminahua-fog-1,,Yaminahua,fog,čaka pakɨi,čaka pakɨi,tʃ a k a + p a k ɨ i,None,Key2021,4066,,,,None,4516 4507,tʃ a k a + p a k ɨ i,?,"['tʃ', 'a', 'k', 'a', '+', 'p', 'a', 'k', 'ɨ', 'i']"
Yaminahua-rainprecipitation-1,,Yaminahua,rainprecipitation,oi,oi,o i,None,Key2021,1458,,,,None,1710,( - ) o i,water,"['o', 'i']"
Yaminahua-fire-1,,Yaminahua,fire,čii,čii,tʃ i i,None,Key2021,2094,,,,None,238,tʃ i - i,fire,"['tʃ', 'i', 'i']"
Yaminahua-smokeexhaust-1,,Yaminahua,smokeexhaust,kõi,kõi,k !õ/o i,None,Key2021,687,,,,None,1211,k !õ/o - i -,cloud,"['k', '!õ/o', 'i']"
Yaminahua-ash-1,,Yaminahua,ash,čii mapo,čii mapo,tʃ i i + m a p o,None,Key2021,2100,,,,None,238 237,tʃ i - i + m a p o,fire dust,"['tʃ', 'i', 'i', '+', 'm', 'a', 'p', 'o']"
Yaminahua-burnsomething-1,,Yaminahua,burnsomething,koakĩ,koakĩ,k o + a k !ĩ/i,None,Key2021,1211,,,,None,1443 1186,k o - - + a k !ĩ/i -,verbal_marker,"['k', 'o', '+', 'a', 'k', '!ĩ/i']"
Yaminahua-burnsomething-2,,Yaminahua,burnsomething,koo βaki,koo βaki,k o o + β a k i,None,Key2021,1211,,,,None,1443 1451,k o - o + β a k i,?,"['k', 'o', 'o', '+', 'β', 'a', 'k', 'i']"
Yaminahua-burning-1,,Yaminahua,burning,ṣ̌oisakĩ,ṣ̌oisakĩ,ʂ o i s a k !ĩ/i,None,Key2021,1264,,,,None,1487,ʂ o i s a k !ĩ/i -,?,"['ʂ', 'o', 'i', 's', 'a', 'k', '!ĩ/i']"
Yaminahua-lightignite-1,,Yaminahua,lightignite,kɨtɨ βakĩ,kɨtɨ βakĩ,k ɨ t ɨ + β a + k !ĩ/i,None,Key2021,2169,,,,None,245 6613 1186,k ɨ t ɨ + β a + k !ĩ/i,burn ? _:verbal,"['k', 'ɨ', 't', 'ɨ', '+', 'β', 'a', '+', 'k', '!ĩ/i']"
Yaminahua-extinguish-1,,Yaminahua,extinguish,noka βakĩ,noka βakĩ,n o k a + β a + k !ĩ/i,None,Key2021,3220,,,,None,3546 3552 1186,n o k a + β a + k !ĩ/i,extinguish ? _:verbal,"['n', 'o', 'k', 'a', '+', 'β', 'a', '+', 'k', '!ĩ/i']"
Yaminahua-firewood-1,,Yaminahua,firewood,karo,karo,k a r o,None,Key2021,3892,,,,None,4202,k a r o,firewood,"['k', 'a', 'r', 'o']"
Yaminahua-charcoal-1,,Yaminahua,charcoal,c̷ɨstɨ,c̷ɨstɨ,ts ɨ s t ɨ,None,Key2021,1276,,,,None,150,ts ɨ s t ɨ,coal,"['ts', 'ɨ', 's', 't', 'ɨ']"
Yaminahua-person-1,,Yaminahua,person,yora,yora,j o r a,None,Key2021,394,,,,None,1120,j o r a,body,"['j', 'o', 'r', 'a']"
